"label","n","parent","id"
"Cyprus",29,"total  -   Fantasy","total  -   Fantasy  -  Cyprus"
"Cyprus",5,"total  -   Film Noir","total  -   Film Noir  -  Cyprus"
"Cyprus",8,"total  -   Game Show","total  -   Game Show  -  Cyprus"
"Cyprus",1,"total  -   History","total  -   History  -  Cyprus"
"Cyprus",24,"total  -   Horror","total  -   Horror  -  Cyprus"
"Cyprus",4,"total  -   Music","total  -   Music  -  Cyprus"
"Cyprus",51,"total  -   Mystery","total  -   Mystery  -  Cyprus"
"Cyprus",12,"total  -   Reality TV","total  -   Reality TV  -  Cyprus"
"Cyprus",80,"total  -   Romance","total  -   Romance  -  Cyprus"
"Cyprus",42,"total  -   Sci Fi","total  -   Sci Fi  -  Cyprus"
"Cyprus",4,"total  -   Short","total  -   Short  -  Cyprus"
"Cyprus",15,"total  -   Sport","total  -   Sport  -  Cyprus"
"Cyprus",11,"total  -   Talk Show","total  -   Talk Show  -  Cyprus"
"Cyprus",52,"total  -   Thriller","total  -   Thriller  -  Cyprus"
"Cyprus",4,"total  -   War","total  -   War  -  Cyprus"
"Cyprus",2,"total  -   Western","total  -   Western  -  Cyprus"
"Czech Republic",196,"total  -   Action","total  -   Action  -  Czech Republic"
"Czech Republic",7,"total  -   Adult","total  -   Adult  -  Czech Republic"
"Czech Republic",152,"total  -   Adventure","total  -   Adventure  -  Czech Republic"
"Czech Republic",82,"total  -   Animation","total  -   Animation  -  Czech Republic"
"Czech Republic",13,"total  -   Biography","total  -   Biography  -  Czech Republic"
"Czech Republic",193,"total  -   Comedy","total  -   Comedy  -  Czech Republic"
"Czech Republic",122,"total  -   Crime","total  -   Crime  -  Czech Republic"
"Czech Republic",34,"total  -   Documentary","total  -   Documentary  -  Czech Republic"
"Czech Republic",285,"total  -   Drama","total  -   Drama  -  Czech Republic"
"Czech Republic",22,"total  -   Family","total  -   Family  -  Czech Republic"
"Czech Republic",48,"total  -   Fantasy","total  -   Fantasy  -  Czech Republic"
"Czech Republic",5,"total  -   Film Noir","total  -   Film Noir  -  Czech Republic"
"Czech Republic",12,"total  -   Game Show","total  -   Game Show  -  Czech Republic"
"Czech Republic",4,"total  -   History","total  -   History  -  Czech Republic"
"Czech Republic",32,"total  -   Horror","total  -   Horror  -  Czech Republic"
"Czech Republic",2,"total  -   Music","total  -   Music  -  Czech Republic"
"Czech Republic",53,"total  -   Mystery","total  -   Mystery  -  Czech Republic"
"Czech Republic",16,"total  -   Reality TV","total  -   Reality TV  -  Czech Republic"
"Czech Republic",58,"total  -   Romance","total  -   Romance  -  Czech Republic"
"Czech Republic",12,"total  -   Sci Fi","total  -   Sci Fi  -  Czech Republic"
"Czech Republic",3,"total  -   Short","total  -   Short  -  Czech Republic"
"Czech Republic",16,"total  -   Sport","total  -   Sport  -  Czech Republic"
"Czech Republic",10,"total  -   Talk Show","total  -   Talk Show  -  Czech Republic"
"Czech Republic",46,"total  -   Thriller","total  -   Thriller  -  Czech Republic"
"Czech Republic",3,"total  -   War","total  -   War  -  Czech Republic"
"Czech Republic",4,"total  -   Western","total  -   Western  -  Czech Republic"
"Denmark",182,"total  -   Action","total  -   Action  -  Denmark"
"Denmark",4,"total  -   Adult","total  -   Adult  -  Denmark"
"Denmark",122,"total  -   Adventure","total  -   Adventure  -  Denmark"
"Denmark",58,"total  -   Animation","total  -   Animation  -  Denmark"
"Denmark",14,"total  -   Biography","total  -   Biography  -  Denmark"
"Denmark",189,"total  -   Comedy","total  -   Comedy  -  Denmark"
"Denmark",149,"total  -   Crime","total  -   Crime  -  Denmark"
"Denmark",29,"total  -   Documentary","total  -   Documentary  -  Denmark"
"Denmark",303,"total  -   Drama","total  -   Drama  -  Denmark"
"Denmark",21,"total  -   Family","total  -   Family  -  Denmark"
"Denmark",40,"total  -   Fantasy","total  -   Fantasy  -  Denmark"
"Denmark",5,"total  -   Film Noir","total  -   Film Noir  -  Denmark"
"Denmark",11,"total  -   Game Show","total  -   Game Show  -  Denmark"
"Denmark",3,"total  -   History","total  -   History  -  Denmark"
"Denmark",26,"total  -   Horror","total  -   Horror  -  Denmark"
"Denmark",2,"total  -   Music","total  -   Music  -  Denmark"
"Denmark",55,"total  -   Mystery","total  -   Mystery  -  Denmark"
"Denmark",25,"total  -   Reality TV","total  -   Reality TV  -  Denmark"
"Denmark",77,"total  -   Romance","total  -   Romance  -  Denmark"
"Denmark",25,"total  -   Sci Fi","total  -   Sci Fi  -  Denmark"
"Denmark",3,"total  -   Short","total  -   Short  -  Denmark"
"Denmark",15,"total  -   Sport","total  -   Sport  -  Denmark"
"Denmark",7,"total  -   Talk Show","total  -   Talk Show  -  Denmark"
"Denmark",59,"total  -   Thriller","total  -   Thriller  -  Denmark"
"Denmark",9,"total  -   War","total  -   War  -  Denmark"
"Denmark",7,"total  -   Western","total  -   Western  -  Denmark"
"Dominican Republic",180,"total  -   Action","total  -   Action  -  Dominican Republic"
"Dominican Republic",1,"total  -   Adult","total  -   Adult  -  Dominican Republic"
"Dominican Republic",104,"total  -   Adventure","total  -   Adventure  -  Dominican Republic"
"Dominican Republic",51,"total  -   Animation","total  -   Animation  -  Dominican Republic"
"Dominican Republic",3,"total  -   Biography","total  -   Biography  -  Dominican Republic"
"Dominican Republic",158,"total  -   Comedy","total  -   Comedy  -  Dominican Republic"
"Dominican Republic",117,"total  -   Crime","total  -   Crime  -  Dominican Republic"
"Dominican Republic",15,"total  -   Documentary","total  -   Documentary  -  Dominican Republic"
"Dominican Republic",283,"total  -   Drama","total  -   Drama  -  Dominican Republic"
"Dominican Republic",14,"total  -   Family","total  -   Family  -  Dominican Republic"
"Dominican Republic",38,"total  -   Fantasy","total  -   Fantasy  -  Dominican Republic"
"Dominican Republic",4,"total  -   Film Noir","total  -   Film Noir  -  Dominican Republic"
"Dominican Republic",2,"total  -   Game Show","total  -   Game Show  -  Dominican Republic"
"Dominican Republic",32,"total  -   Horror","total  -   Horror  -  Dominican Republic"
"Dominican Republic",35,"total  -   Music","total  -   Music  -  Dominican Republic"
"Dominican Republic",41,"total  -   Mystery","total  -   Mystery  -  Dominican Republic"
"Dominican Republic",3,"total  -   Reality TV","total  -   Reality TV  -  Dominican Republic"
"Dominican Republic",77,"total  -   Romance","total  -   Romance  -  Dominican Republic"
"Dominican Republic",21,"total  -   Sci Fi","total  -   Sci Fi  -  Dominican Republic"
"Dominican Republic",2,"total  -   Short","total  -   Short  -  Dominican Republic"
"Dominican Republic",11,"total  -   Sport","total  -   Sport  -  Dominican Republic"
"Dominican Republic",5,"total  -   Talk Show","total  -   Talk Show  -  Dominican Republic"
"Dominican Republic",68,"total  -   Thriller","total  -   Thriller  -  Dominican Republic"
"Dominican Republic",2,"total  -   War","total  -   War  -  Dominican Republic"
"Ecuador",146,"total  -   Action","total  -   Action  -  Ecuador"
"Ecuador",1,"total  -   Adult","total  -   Adult  -  Ecuador"
"Ecuador",119,"total  -   Adventure","total  -   Adventure  -  Ecuador"
"Ecuador",70,"total  -   Animation","total  -   Animation  -  Ecuador"
"Ecuador",1,"total  -   Biography","total  -   Biography  -  Ecuador"
"Ecuador",209,"total  -   Comedy","total  -   Comedy  -  Ecuador"
"Ecuador",84,"total  -   Crime","total  -   Crime  -  Ecuador"
"Ecuador",9,"total  -   Documentary","total  -   Documentary  -  Ecuador"
"Ecuador",271,"total  -   Drama","total  -   Drama  -  Ecuador"
"Ecuador",13,"total  -   Family","total  -   Family  -  Ecuador"
"Ecuador",30,"total  -   Fantasy","total  -   Fantasy  -  Ecuador"
"Ecuador",4,"total  -   Film Noir","total  -   Film Noir  -  Ecuador"
"Ecuador",1,"total  -   History","total  -   History  -  Ecuador"
"Ecuador",32,"total  -   Horror","total  -   Horror  -  Ecuador"
"Ecuador",34,"total  -   Music","total  -   Music  -  Ecuador"
"Ecuador",38,"total  -   Mystery","total  -   Mystery  -  Ecuador"
"Ecuador",3,"total  -   Reality TV","total  -   Reality TV  -  Ecuador"
"Ecuador",100,"total  -   Romance","total  -   Romance  -  Ecuador"
"Ecuador",21,"total  -   Sci Fi","total  -   Sci Fi  -  Ecuador"
"Ecuador",11,"total  -   Sport","total  -   Sport  -  Ecuador"
"Ecuador",5,"total  -   Talk Show","total  -   Talk Show  -  Ecuador"
"Ecuador",64,"total  -   Thriller","total  -   Thriller  -  Ecuador"
"Ecuador",2,"total  -   War","total  -   War  -  Ecuador"
"Egypt",194,"total  -   Action","total  -   Action  -  Egypt"
"Egypt",3,"total  -   Adult","total  -   Adult  -  Egypt"
"Egypt",108,"total  -   Adventure","total  -   Adventure  -  Egypt"
"Egypt",37,"total  -   Animation","total  -   Animation  -  Egypt"
"Egypt",11,"total  -   Biography","total  -   Biography  -  Egypt"
"Egypt",181,"total  -   Comedy","total  -   Comedy  -  Egypt"
"Egypt",113,"total  -   Crime","total  -   Crime  -  Egypt"
"Egypt",20,"total  -   Documentary","total  -   Documentary  -  Egypt"
"Egypt",308,"total  -   Drama","total  -   Drama  -  Egypt"
"Egypt",15,"total  -   Family","total  -   Family  -  Egypt"
"Egypt",36,"total  -   Fantasy","total  -   Fantasy  -  Egypt"
"Egypt",7,"total  -   Film Noir","total  -   Film Noir  -  Egypt"
"Egypt",4,"total  -   Game Show","total  -   Game Show  -  Egypt"
"Egypt",5,"total  -   History","total  -   History  -  Egypt"
"Egypt",32,"total  -   Horror","total  -   Horror  -  Egypt"
"Egypt",1,"total  -   Music","total  -   Music  -  Egypt"
"Egypt",48,"total  -   Mystery","total  -   Mystery  -  Egypt"
"Egypt",6,"total  -   Reality TV","total  -   Reality TV  -  Egypt"
"Egypt",86,"total  -   Romance","total  -   Romance  -  Egypt"
"Egypt",30,"total  -   Sci Fi","total  -   Sci Fi  -  Egypt"
"Egypt",2,"total  -   Short","total  -   Short  -  Egypt"
"Egypt",8,"total  -   Sport","total  -   Sport  -  Egypt"
"Egypt",12,"total  -   Talk Show","total  -   Talk Show  -  Egypt"
"Egypt",69,"total  -   Thriller","total  -   Thriller  -  Egypt"
"Egypt",3,"total  -   War","total  -   War  -  Egypt"
"Egypt",2,"total  -   Western","total  -   Western  -  Egypt"
"El Salvador",138,"total  -   Action","total  -   Action  -  El Salvador"
"El Salvador",1,"total  -   Adult","total  -   Adult  -  El Salvador"
"El Salvador",104,"total  -   Adventure","total  -   Adventure  -  El Salvador"
"El Salvador",64,"total  -   Animation","total  -   Animation  -  El Salvador"
"El Salvador",1,"total  -   Biography","total  -   Biography  -  El Salvador"
"El Salvador",197,"total  -   Comedy","total  -   Comedy  -  El Salvador"
"El Salvador",100,"total  -   Crime","total  -   Crime  -  El Salvador"
"El Salvador",9,"total  -   Documentary","total  -   Documentary  -  El Salvador"
"El Salvador",290,"total  -   Drama","total  -   Drama  -  El Salvador"
"El Salvador",15,"total  -   Family","total  -   Family  -  El Salvador"
"El Salvador",29,"total  -   Fantasy","total  -   Fantasy  -  El Salvador"
"El Salvador",4,"total  -   Film Noir","total  -   Film Noir  -  El Salvador"
"El Salvador",1,"total  -   History","total  -   History  -  El Salvador"
"El Salvador",28,"total  -   Horror","total  -   Horror  -  El Salvador"
"El Salvador",33,"total  -   Music","total  -   Music  -  El Salvador"
"El Salvador",38,"total  -   Mystery","total  -   Mystery  -  El Salvador"
"El Salvador",2,"total  -   Reality TV","total  -   Reality TV  -  El Salvador"
"El Salvador",104,"total  -   Romance","total  -   Romance  -  El Salvador"
"El Salvador",20,"total  -   Sci Fi","total  -   Sci Fi  -  El Salvador"
"El Salvador",11,"total  -   Sport","total  -   Sport  -  El Salvador"
"El Salvador",5,"total  -   Talk Show","total  -   Talk Show  -  El Salvador"
"El Salvador",62,"total  -   Thriller","total  -   Thriller  -  El Salvador"
"El Salvador",2,"total  -   War","total  -   War  -  El Salvador"
"Estonia",188,"total  -   Action","total  -   Action  -  Estonia"
"Estonia",1,"total  -   Adult","total  -   Adult  -  Estonia"
"Estonia",126,"total  -   Adventure","total  -   Adventure  -  Estonia"
"Estonia",52,"total  -   Animation","total  -   Animation  -  Estonia"
"Estonia",12,"total  -   Biography","total  -   Biography  -  Estonia"
"Estonia",215,"total  -   Comedy","total  -   Comedy  -  Estonia"
"Estonia",118,"total  -   Crime","total  -   Crime  -  Estonia"
"Estonia",29,"total  -   Documentary","total  -   Documentary  -  Estonia"
"Estonia",253,"total  -   Drama","total  -   Drama  -  Estonia"
"Estonia",24,"total  -   Family","total  -   Family  -  Estonia"
"Estonia",43,"total  -   Fantasy","total  -   Fantasy  -  Estonia"
"Estonia",7,"total  -   Film Noir","total  -   Film Noir  -  Estonia"
"Estonia",11,"total  -   Game Show","total  -   Game Show  -  Estonia"
"Estonia",1,"total  -   History","total  -   History  -  Estonia"
"Estonia",33,"total  -   Horror","total  -   Horror  -  Estonia"
"Estonia",3,"total  -   Music","total  -   Music  -  Estonia"
"Estonia",1,"total  -   Musical","total  -   Musical  -  Estonia"
"Estonia",58,"total  -   Mystery","total  -   Mystery  -  Estonia"
"Estonia",18,"total  -   Reality TV","total  -   Reality TV  -  Estonia"
"Estonia",75,"total  -   Romance","total  -   Romance  -  Estonia"
"Estonia",61,"total  -   Sci Fi","total  -   Sci Fi  -  Estonia"
"Estonia",4,"total  -   Short","total  -   Short  -  Estonia"
"Estonia",11,"total  -   Sport","total  -   Sport  -  Estonia"
"Estonia",6,"total  -   Talk Show","total  -   Talk Show  -  Estonia"
"Estonia",53,"total  -   Thriller","total  -   Thriller  -  Estonia"
"Estonia",3,"total  -   War","total  -   War  -  Estonia"
"Estonia",5,"total  -   Western","total  -   Western  -  Estonia"
"Finland",194,"total  -   Action","total  -   Action  -  Finland"
"Finland",1,"total  -   Adult","total  -   Adult  -  Finland"
"Finland",114,"total  -   Adventure","total  -   Adventure  -  Finland"
"Finland",57,"total  -   Animation","total  -   Animation  -  Finland"
"Finland",12,"total  -   Biography","total  -   Biography  -  Finland"
"Finland",181,"total  -   Comedy","total  -   Comedy  -  Finland"
"Finland",149,"total  -   Crime","total  -   Crime  -  Finland"
"Finland",29,"total  -   Documentary","total  -   Documentary  -  Finland"
"Finland",317,"total  -   Drama","total  -   Drama  -  Finland"
"Finland",20,"total  -   Family","total  -   Family  -  Finland"
"Finland",37,"total  -   Fantasy","total  -   Fantasy  -  Finland"
"Finland",6,"total  -   Film Noir","total  -   Film Noir  -  Finland"
"Finland",7,"total  -   Game Show","total  -   Game Show  -  Finland"
"Finland",2,"total  -   History","total  -   History  -  Finland"
"Finland",31,"total  -   Horror","total  -   Horror  -  Finland"
"Finland",4,"total  -   Music","total  -   Music  -  Finland"
"Finland",2,"total  -   Musical","total  -   Musical  -  Finland"
"Finland",54,"total  -   Mystery","total  -   Mystery  -  Finland"
"Finland",14,"total  -   Reality TV","total  -   Reality TV  -  Finland"
"Finland",64,"total  -   Romance","total  -   Romance  -  Finland"
"Finland",31,"total  -   Sci Fi","total  -   Sci Fi  -  Finland"
"Finland",5,"total  -   Short","total  -   Short  -  Finland"
"Finland",14,"total  -   Sport","total  -   Sport  -  Finland"
"Finland",9,"total  -   Talk Show","total  -   Talk Show  -  Finland"
"Finland",59,"total  -   Thriller","total  -   Thriller  -  Finland"
"Finland",10,"total  -   War","total  -   War  -  Finland"
"Finland",5,"total  -   Western","total  -   Western  -  Finland"
"France",206,"total  -   Action","total  -   Action  -  France"
"France",3,"total  -   Adult","total  -   Adult  -  France"
"France",130,"total  -   Adventure","total  -   Adventure  -  France"
"France",48,"total  -   Animation","total  -   Animation  -  France"
"France",6,"total  -   Biography","total  -   Biography  -  France"
"France",156,"total  -   Comedy","total  -   Comedy  -  France"
"France",155,"total  -   Crime","total  -   Crime  -  France"
"France",26,"total  -   Documentary","total  -   Documentary  -  France"
"France",321,"total  -   Drama","total  -   Drama  -  France"
"France",16,"total  -   Family","total  -   Family  -  France"
"France",58,"total  -   Fantasy","total  -   Fantasy  -  France"
"France",5,"total  -   Film Noir","total  -   Film Noir  -  France"
"France",3,"total  -   Game Show","total  -   Game Show  -  France"
"France",1,"total  -   History","total  -   History  -  France"
"France",41,"total  -   Horror","total  -   Horror  -  France"
"France",20,"total  -   Music","total  -   Music  -  France"
"France",46,"total  -   Mystery","total  -   Mystery  -  France"
"France",5,"total  -   Reality TV","total  -   Reality TV  -  France"
"France",60,"total  -   Romance","total  -   Romance  -  France"
"France",54,"total  -   Sci Fi","total  -   Sci Fi  -  France"
"France",4,"total  -   Short","total  -   Short  -  France"
"France",14,"total  -   Sport","total  -   Sport  -  France"
"France",9,"total  -   Talk Show","total  -   Talk Show  -  France"
"France",78,"total  -   Thriller","total  -   Thriller  -  France"
"France",4,"total  -   War","total  -   War  -  France"
"France",5,"total  -   Western","total  -   Western  -  France"
"Germany",207,"total  -   Action","total  -   Action  -  Germany"
"Germany",2,"total  -   Adult","total  -   Adult  -  Germany"
"Germany",158,"total  -   Adventure","total  -   Adventure  -  Germany"
"Germany",50,"total  -   Animation","total  -   Animation  -  Germany"
"Germany",12,"total  -   Biography","total  -   Biography  -  Germany"
"Germany",179,"total  -   Comedy","total  -   Comedy  -  Germany"
"Germany",150,"total  -   Crime","total  -   Crime  -  Germany"
"Germany",25,"total  -   Documentary","total  -   Documentary  -  Germany"
"Germany",298,"total  -   Drama","total  -   Drama  -  Germany"
"Germany",50,"total  -   Family","total  -   Family  -  Germany"
"Germany",66,"total  -   Fantasy","total  -   Fantasy  -  Germany"
"Germany",6,"total  -   Film Noir","total  -   Film Noir  -  Germany"
"Germany",5,"total  -   Game Show","total  -   Game Show  -  Germany"
"Germany",4,"total  -   History","total  -   History  -  Germany"
"Germany",42,"total  -   Horror","total  -   Horror  -  Germany"
"Germany",5,"total  -   Music","total  -   Music  -  Germany"
"Germany",56,"total  -   Mystery","total  -   Mystery  -  Germany"
"Germany",7,"total  -   Reality TV","total  -   Reality TV  -  Germany"
"Germany",66,"total  -   Romance","total  -   Romance  -  Germany"
"Germany",26,"total  -   Sci Fi","total  -   Sci Fi  -  Germany"
"Germany",4,"total  -   Short","total  -   Short  -  Germany"
"Germany",16,"total  -   Sport","total  -   Sport  -  Germany"
"Germany",10,"total  -   Talk Show","total  -   Talk Show  -  Germany"
"Germany",79,"total  -   Thriller","total  -   Thriller  -  Germany"
"Germany",2,"total  -   War","total  -   War  -  Germany"
"Germany",4,"total  -   Western","total  -   Western  -  Germany"
"Greece",190,"total  -   Action","total  -   Action  -  Greece"
"Greece",1,"total  -   Adult","total  -   Adult  -  Greece"
"Greece",124,"total  -   Adventure","total  -   Adventure  -  Greece"
"Greece",51,"total  -   Animation","total  -   Animation  -  Greece"
"Greece",6,"total  -   Biography","total  -   Biography  -  Greece"
"Greece",175,"total  -   Comedy","total  -   Comedy  -  Greece"
"Greece",139,"total  -   Crime","total  -   Crime  -  Greece"
"Greece",23,"total  -   Documentary","total  -   Documentary  -  Greece"
"Greece",313,"total  -   Drama","total  -   Drama  -  Greece"
"Greece",19,"total  -   Family","total  -   Family  -  Greece"
"Greece",44,"total  -   Fantasy","total  -   Fantasy  -  Greece"
"Greece",6,"total  -   Film Noir","total  -   Film Noir  -  Greece"
"Greece",6,"total  -   Game Show","total  -   Game Show  -  Greece"
"Greece",4,"total  -   History","total  -   History  -  Greece"
"Greece",30,"total  -   Horror","total  -   Horror  -  Greece"
"Greece",2,"total  -   Music","total  -   Music  -  Greece"
"Greece",56,"total  -   Mystery","total  -   Mystery  -  Greece"
"Greece",7,"total  -   Reality TV","total  -   Reality TV  -  Greece"
"Greece",82,"total  -   Romance","total  -   Romance  -  Greece"
"Greece",42,"total  -   Sci Fi","total  -   Sci Fi  -  Greece"
"Greece",3,"total  -   Short","total  -   Short  -  Greece"
"Greece",16,"total  -   Sport","total  -   Sport  -  Greece"
"Greece",9,"total  -   Talk Show","total  -   Talk Show  -  Greece"
"Greece",50,"total  -   Thriller","total  -   Thriller  -  Greece"
"Greece",5,"total  -   War","total  -   War  -  Greece"
"Greece",7,"total  -   Western","total  -   Western  -  Greece"
"Guadeloupe",218,"total  -   Action","total  -   Action  -  Guadeloupe"
"Guadeloupe",3,"total  -   Adult","total  -   Adult  -  Guadeloupe"
"Guadeloupe",122,"total  -   Adventure","total  -   Adventure  -  Guadeloupe"
"Guadeloupe",49,"total  -   Animation","total  -   Animation  -  Guadeloupe"
"Guadeloupe",2,"total  -   Biography","total  -   Biography  -  Guadeloupe"
"Guadeloupe",157,"total  -   Comedy","total  -   Comedy  -  Guadeloupe"
"Guadeloupe",153,"total  -   Crime","total  -   Crime  -  Guadeloupe"
"Guadeloupe",13,"total  -   Documentary","total  -   Documentary  -  Guadeloupe"
"Guadeloupe",312,"total  -   Drama","total  -   Drama  -  Guadeloupe"
"Guadeloupe",15,"total  -   Family","total  -   Family  -  Guadeloupe"
"Guadeloupe",51,"total  -   Fantasy","total  -   Fantasy  -  Guadeloupe"
"Guadeloupe",4,"total  -   Film Noir","total  -   Film Noir  -  Guadeloupe"
"Guadeloupe",5,"total  -   Game Show","total  -   Game Show  -  Guadeloupe"
"Guadeloupe",35,"total  -   Horror","total  -   Horror  -  Guadeloupe"
"Guadeloupe",31,"total  -   Music","total  -   Music  -  Guadeloupe"
"Guadeloupe",45,"total  -   Mystery","total  -   Mystery  -  Guadeloupe"
"Guadeloupe",9,"total  -   Reality TV","total  -   Reality TV  -  Guadeloupe"
"Guadeloupe",71,"total  -   Romance","total  -   Romance  -  Guadeloupe"
"Guadeloupe",43,"total  -   Sci Fi","total  -   Sci Fi  -  Guadeloupe"
"Guadeloupe",3,"total  -   Short","total  -   Short  -  Guadeloupe"
"Guadeloupe",11,"total  -   Sport","total  -   Sport  -  Guadeloupe"
"Guadeloupe",5,"total  -   Talk Show","total  -   Talk Show  -  Guadeloupe"
"Guadeloupe",71,"total  -   Thriller","total  -   Thriller  -  Guadeloupe"
"Guadeloupe",1,"total  -   War","total  -   War  -  Guadeloupe"
"Guadeloupe",1,"total  -   Western","total  -   Western  -  Guadeloupe"
"Guatemala",121,"total  -   Action","total  -   Action  -  Guatemala"
"Guatemala",1,"total  -   Adult","total  -   Adult  -  Guatemala"
"Guatemala",103,"total  -   Adventure","total  -   Adventure  -  Guatemala"
"Guatemala",64,"total  -   Animation","total  -   Animation  -  Guatemala"
"Guatemala",2,"total  -   Biography","total  -   Biography  -  Guatemala"
"Guatemala",208,"total  -   Comedy","total  -   Comedy  -  Guatemala"
"Guatemala",91,"total  -   Crime","total  -   Crime  -  Guatemala"
"Guatemala",9,"total  -   Documentary","total  -   Documentary  -  Guatemala"
"Guatemala",299,"total  -   Drama","total  -   Drama  -  Guatemala"
"Guatemala",16,"total  -   Family","total  -   Family  -  Guatemala"
"Guatemala",29,"total  -   Fantasy","total  -   Fantasy  -  Guatemala"
"Guatemala",4,"total  -   Film Noir","total  -   Film Noir  -  Guatemala"
"Guatemala",29,"total  -   Horror","total  -   Horror  -  Guatemala"
"Guatemala",35,"total  -   Music","total  -   Music  -  Guatemala"
"Guatemala",42,"total  -   Mystery","total  -   Mystery  -  Guatemala"
"Guatemala",2,"total  -   Reality TV","total  -   Reality TV  -  Guatemala"
"Guatemala",112,"total  -   Romance","total  -   Romance  -  Guatemala"
"Guatemala",17,"total  -   Sci Fi","total  -   Sci Fi  -  Guatemala"
"Guatemala",1,"total  -   Short","total  -   Short  -  Guatemala"
"Guatemala",11,"total  -   Sport","total  -   Sport  -  Guatemala"
"Guatemala",6,"total  -   Talk Show","total  -   Talk Show  -  Guatemala"
"Guatemala",58,"total  -   Thriller","total  -   Thriller  -  Guatemala"
"Guatemala",2,"total  -   War","total  -   War  -  Guatemala"
"Guatemala",1,"total  -   Western","total  -   Western  -  Guatemala"
"Honduras",135,"total  -   Action","total  -   Action  -  Honduras"
"Honduras",2,"total  -   Adult","total  -   Adult  -  Honduras"
"Honduras",89,"total  -   Adventure","total  -   Adventure  -  Honduras"
"Honduras",46,"total  -   Animation","total  -   Animation  -  Honduras"
"Honduras",1,"total  -   Biography","total  -   Biography  -  Honduras"
"Honduras",197,"total  -   Comedy","total  -   Comedy  -  Honduras"
"Honduras",102,"total  -   Crime","total  -   Crime  -  Honduras"
"Honduras",11,"total  -   Documentary","total  -   Documentary  -  Honduras"
"Honduras",308,"total  -   Drama","total  -   Drama  -  Honduras"
"Honduras",16,"total  -   Family","total  -   Family  -  Honduras"
"Honduras",31,"total  -   Fantasy","total  -   Fantasy  -  Honduras"
"Honduras",4,"total  -   Film Noir","total  -   Film Noir  -  Honduras"
"Honduras",1,"total  -   History","total  -   History  -  Honduras"
"Honduras",30,"total  -   Horror","total  -   Horror  -  Honduras"
"Honduras",34,"total  -   Music","total  -   Music  -  Honduras"
"Honduras",43,"total  -   Mystery","total  -   Mystery  -  Honduras"
"Honduras",3,"total  -   Reality TV","total  -   Reality TV  -  Honduras"
"Honduras",120,"total  -   Romance","total  -   Romance  -  Honduras"
"Honduras",18,"total  -   Sci Fi","total  -   Sci Fi  -  Honduras"
"Honduras",1,"total  -   Short","total  -   Short  -  Honduras"
"Honduras",10,"total  -   Sport","total  -   Sport  -  Honduras"
"Honduras",5,"total  -   Talk Show","total  -   Talk Show  -  Honduras"
"Honduras",67,"total  -   Thriller","total  -   Thriller  -  Honduras"
"Honduras",2,"total  -   War","total  -   War  -  Honduras"
"Honduras",1,"total  -   Western","total  -   Western  -  Honduras"
"Hong Kong",237,"total  -   Action","total  -   Action  -  Hong Kong"
"Hong Kong",117,"total  -   Adventure","total  -   Adventure  -  Hong Kong"
"Hong Kong",32,"total  -   Animation","total  -   Animation  -  Hong Kong"
"Hong Kong",13,"total  -   Biography","total  -   Biography  -  Hong Kong"
"Hong Kong",154,"total  -   Comedy","total  -   Comedy  -  Hong Kong"
"Hong Kong",116,"total  -   Crime","total  -   Crime  -  Hong Kong"
"Hong Kong",21,"total  -   Documentary","total  -   Documentary  -  Hong Kong"
"Hong Kong",338,"total  -   Drama","total  -   Drama  -  Hong Kong"
"Hong Kong",5,"total  -   Family","total  -   Family  -  Hong Kong"
"Hong Kong",53,"total  -   Fantasy","total  -   Fantasy  -  Hong Kong"
"Hong Kong",5,"total  -   Film Noir","total  -   Film Noir  -  Hong Kong"
"Hong Kong",5,"total  -   Game Show","total  -   Game Show  -  Hong Kong"
"Hong Kong",5,"total  -   History","total  -   History  -  Hong Kong"
"Hong Kong",47,"total  -   Horror","total  -   Horror  -  Hong Kong"
"Hong Kong",3,"total  -   Music","total  -   Music  -  Hong Kong"
"Hong Kong",76,"total  -   Mystery","total  -   Mystery  -  Hong Kong"
"Hong Kong",8,"total  -   Reality TV","total  -   Reality TV  -  Hong Kong"
"Hong Kong",105,"total  -   Romance","total  -   Romance  -  Hong Kong"
"Hong Kong",62,"total  -   Sci Fi","total  -   Sci Fi  -  Hong Kong"
"Hong Kong",2,"total  -   Short","total  -   Short  -  Hong Kong"
"Hong Kong",13,"total  -   Sport","total  -   Sport  -  Hong Kong"
"Hong Kong",7,"total  -   Talk Show","total  -   Talk Show  -  Hong Kong"
"Hong Kong",74,"total  -   Thriller","total  -   Thriller  -  Hong Kong"
"Hong Kong",5,"total  -   War","total  -   War  -  Hong Kong"
"Hungary",188,"total  -   Action","total  -   Action  -  Hungary"
"Hungary",3,"total  -   Adult","total  -   Adult  -  Hungary"
"Hungary",123,"total  -   Adventure","total  -   Adventure  -  Hungary"
"Hungary",68,"total  -   Animation","total  -   Animation  -  Hungary"
"Hungary",7,"total  -   Biography","total  -   Biography  -  Hungary"
"Hungary",198,"total  -   Comedy","total  -   Comedy  -  Hungary"
"Hungary",136,"total  -   Crime","total  -   Crime  -  Hungary"
"Hungary",29,"total  -   Documentary","total  -   Documentary  -  Hungary"
"Hungary",299,"total  -   Drama","total  -   Drama  -  Hungary"
"Hungary",30,"total  -   Family","total  -   Family  -  Hungary"
