"label","n","parent","id"
"Paraguay",47,"total  -   Mystery","total  -   Mystery  -  Paraguay"
"Paraguay",4,"total  -   Reality TV","total  -   Reality TV  -  Paraguay"
"Paraguay",113,"total  -   Romance","total  -   Romance  -  Paraguay"
"Paraguay",15,"total  -   Sci Fi","total  -   Sci Fi  -  Paraguay"
"Paraguay",12,"total  -   Sport","total  -   Sport  -  Paraguay"
"Paraguay",7,"total  -   Talk Show","total  -   Talk Show  -  Paraguay"
"Paraguay",72,"total  -   Thriller","total  -   Thriller  -  Paraguay"
"Paraguay",2,"total  -   War","total  -   War  -  Paraguay"
"Paraguay",2,"total  -   Western","total  -   Western  -  Paraguay"
"Peru",160,"total  -   Action","total  -   Action  -  Peru"
"Peru",1,"total  -   Adult","total  -   Adult  -  Peru"
"Peru",118,"total  -   Adventure","total  -   Adventure  -  Peru"
"Peru",65,"total  -   Animation","total  -   Animation  -  Peru"
"Peru",2,"total  -   Biography","total  -   Biography  -  Peru"
"Peru",194,"total  -   Comedy","total  -   Comedy  -  Peru"
"Peru",101,"total  -   Crime","total  -   Crime  -  Peru"
"Peru",11,"total  -   Documentary","total  -   Documentary  -  Peru"
"Peru",296,"total  -   Drama","total  -   Drama  -  Peru"
"Peru",13,"total  -   Family","total  -   Family  -  Peru"
"Peru",34,"total  -   Fantasy","total  -   Fantasy  -  Peru"
"Peru",4,"total  -   Film Noir","total  -   Film Noir  -  Peru"
"Peru",4,"total  -   History","total  -   History  -  Peru"
"Peru",33,"total  -   Horror","total  -   Horror  -  Peru"
"Peru",23,"total  -   Music","total  -   Music  -  Peru"
"Peru",43,"total  -   Mystery","total  -   Mystery  -  Peru"
"Peru",3,"total  -   Reality TV","total  -   Reality TV  -  Peru"
"Peru",106,"total  -   Romance","total  -   Romance  -  Peru"
"Peru",26,"total  -   Sci Fi","total  -   Sci Fi  -  Peru"
"Peru",1,"total  -   Short","total  -   Short  -  Peru"
"Peru",9,"total  -   Sport","total  -   Sport  -  Peru"
"Peru",5,"total  -   Talk Show","total  -   Talk Show  -  Peru"
"Peru",67,"total  -   Thriller","total  -   Thriller  -  Peru"
"Peru",2,"total  -   War","total  -   War  -  Peru"
"Peru",1,"total  -   Western","total  -   Western  -  Peru"
"Philippines",197,"total  -   Action","total  -   Action  -  Philippines"
"Philippines",102,"total  -   Adventure","total  -   Adventure  -  Philippines"
"Philippines",36,"total  -   Animation","total  -   Animation  -  Philippines"
"Philippines",3,"total  -   Biography","total  -   Biography  -  Philippines"
"Philippines",151,"total  -   Comedy","total  -   Comedy  -  Philippines"
"Philippines",111,"total  -   Crime","total  -   Crime  -  Philippines"
"Philippines",19,"total  -   Documentary","total  -   Documentary  -  Philippines"
"Philippines",325,"total  -   Drama","total  -   Drama  -  Philippines"
"Philippines",30,"total  -   Family","total  -   Family  -  Philippines"
"Philippines",43,"total  -   Fantasy","total  -   Fantasy  -  Philippines"
"Philippines",4,"total  -   Film Noir","total  -   Film Noir  -  Philippines"
"Philippines",2,"total  -   History","total  -   History  -  Philippines"
"Philippines",42,"total  -   Horror","total  -   Horror  -  Philippines"
"Philippines",20,"total  -   Music","total  -   Music  -  Philippines"
"Philippines",3,"total  -   Musical","total  -   Musical  -  Philippines"
"Philippines",66,"total  -   Mystery","total  -   Mystery  -  Philippines"
"Philippines",1,"total  -   Reality TV","total  -   Reality TV  -  Philippines"
"Philippines",93,"total  -   Romance","total  -   Romance  -  Philippines"
"Philippines",54,"total  -   Sci Fi","total  -   Sci Fi  -  Philippines"
"Philippines",1,"total  -   Short","total  -   Short  -  Philippines"
"Philippines",6,"total  -   Sport","total  -   Sport  -  Philippines"
"Philippines",5,"total  -   Talk Show","total  -   Talk Show  -  Philippines"
"Philippines",72,"total  -   Thriller","total  -   Thriller  -  Philippines"
"Philippines",3,"total  -   War","total  -   War  -  Philippines"
"Poland",153,"total  -   Action","total  -   Action  -  Poland"
"Poland",2,"total  -   Adult","total  -   Adult  -  Poland"
"Poland",169,"total  -   Adventure","total  -   Adventure  -  Poland"
"Poland",104,"total  -   Animation","total  -   Animation  -  Poland"
"Poland",5,"total  -   Biography","total  -   Biography  -  Poland"
"Poland",208,"total  -   Comedy","total  -   Comedy  -  Poland"
"Poland",124,"total  -   Crime","total  -   Crime  -  Poland"
"Poland",19,"total  -   Documentary","total  -   Documentary  -  Poland"
"Poland",298,"total  -   Drama","total  -   Drama  -  Poland"
"Poland",17,"total  -   Family","total  -   Family  -  Poland"
"Poland",40,"total  -   Fantasy","total  -   Fantasy  -  Poland"
"Poland",5,"total  -   Film Noir","total  -   Film Noir  -  Poland"
"Poland",3,"total  -   Game Show","total  -   Game Show  -  Poland"
"Poland",3,"total  -   History","total  -   History  -  Poland"
"Poland",37,"total  -   Horror","total  -   Horror  -  Poland"
"Poland",2,"total  -   Music","total  -   Music  -  Poland"
"Poland",1,"total  -   Musical","total  -   Musical  -  Poland"
"Poland",54,"total  -   Mystery","total  -   Mystery  -  Poland"
"Poland",5,"total  -   Reality TV","total  -   Reality TV  -  Poland"
"Poland",69,"total  -   Romance","total  -   Romance  -  Poland"
"Poland",24,"total  -   Sci Fi","total  -   Sci Fi  -  Poland"
"Poland",3,"total  -   Short","total  -   Short  -  Poland"
"Poland",17,"total  -   Sport","total  -   Sport  -  Poland"
"Poland",8,"total  -   Talk Show","total  -   Talk Show  -  Poland"
"Poland",64,"total  -   Thriller","total  -   Thriller  -  Poland"
"Poland",3,"total  -   War","total  -   War  -  Poland"
"Poland",4,"total  -   Western","total  -   Western  -  Poland"
"Portugal",162,"total  -   Action","total  -   Action  -  Portugal"
"Portugal",4,"total  -   Adult","total  -   Adult  -  Portugal"
"Portugal",121,"total  -   Adventure","total  -   Adventure  -  Portugal"
"Portugal",38,"total  -   Animation","total  -   Animation  -  Portugal"
"Portugal",4,"total  -   Biography","total  -   Biography  -  Portugal"
"Portugal",191,"total  -   Comedy","total  -   Comedy  -  Portugal"
"Portugal",104,"total  -   Crime","total  -   Crime  -  Portugal"
"Portugal",23,"total  -   Documentary","total  -   Documentary  -  Portugal"
"Portugal",325,"total  -   Drama","total  -   Drama  -  Portugal"
"Portugal",41,"total  -   Family","total  -   Family  -  Portugal"
"Portugal",27,"total  -   Fantasy","total  -   Fantasy  -  Portugal"
"Portugal",8,"total  -   Film Noir","total  -   Film Noir  -  Portugal"
"Portugal",9,"total  -   Game Show","total  -   Game Show  -  Portugal"
"Portugal",6,"total  -   History","total  -   History  -  Portugal"
"Portugal",23,"total  -   Horror","total  -   Horror  -  Portugal"
"Portugal",37,"total  -   Music","total  -   Music  -  Portugal"
"Portugal",21,"total  -   Musical","total  -   Musical  -  Portugal"
"Portugal",38,"total  -   Mystery","total  -   Mystery  -  Portugal"
"Portugal",14,"total  -   Reality TV","total  -   Reality TV  -  Portugal"
"Portugal",89,"total  -   Romance","total  -   Romance  -  Portugal"
"Portugal",17,"total  -   Sci Fi","total  -   Sci Fi  -  Portugal"
"Portugal",3,"total  -   Short","total  -   Short  -  Portugal"
"Portugal",17,"total  -   Sport","total  -   Sport  -  Portugal"
"Portugal",7,"total  -   Talk Show","total  -   Talk Show  -  Portugal"
"Portugal",62,"total  -   Thriller","total  -   Thriller  -  Portugal"
"Portugal",3,"total  -   War","total  -   War  -  Portugal"
"Portugal",5,"total  -   Western","total  -   Western  -  Portugal"
"Qatar",215,"total  -   Action","total  -   Action  -  Qatar"
"Qatar",1,"total  -   Adult","total  -   Adult  -  Qatar"
"Qatar",119,"total  -   Adventure","total  -   Adventure  -  Qatar"
"Qatar",31,"total  -   Animation","total  -   Animation  -  Qatar"
"Qatar",12,"total  -   Biography","total  -   Biography  -  Qatar"
"Qatar",157,"total  -   Comedy","total  -   Comedy  -  Qatar"
"Qatar",129,"total  -   Crime","total  -   Crime  -  Qatar"
"Qatar",21,"total  -   Documentary","total  -   Documentary  -  Qatar"
"Qatar",323,"total  -   Drama","total  -   Drama  -  Qatar"
"Qatar",16,"total  -   Family","total  -   Family  -  Qatar"
"Qatar",46,"total  -   Fantasy","total  -   Fantasy  -  Qatar"
"Qatar",5,"total  -   Film Noir","total  -   Film Noir  -  Qatar"
"Qatar",11,"total  -   Game Show","total  -   Game Show  -  Qatar"
"Qatar",4,"total  -   History","total  -   History  -  Qatar"
"Qatar",28,"total  -   Horror","total  -   Horror  -  Qatar"
"Qatar",1,"total  -   Music","total  -   Music  -  Qatar"
"Qatar",51,"total  -   Mystery","total  -   Mystery  -  Qatar"
"Qatar",14,"total  -   Reality TV","total  -   Reality TV  -  Qatar"
"Qatar",89,"total  -   Romance","total  -   Romance  -  Qatar"
"Qatar",29,"total  -   Sci Fi","total  -   Sci Fi  -  Qatar"
"Qatar",3,"total  -   Short","total  -   Short  -  Qatar"
"Qatar",13,"total  -   Sport","total  -   Sport  -  Qatar"
"Qatar",10,"total  -   Talk Show","total  -   Talk Show  -  Qatar"
"Qatar",78,"total  -   Thriller","total  -   Thriller  -  Qatar"
"Qatar",3,"total  -   War","total  -   War  -  Qatar"
"Qatar",2,"total  -   Western","total  -   Western  -  Qatar"
"Réunion",212,"total  -   Action","total  -   Action  -  Réunion"
"Réunion",1,"total  -   Adult","total  -   Adult  -  Réunion"
"Réunion",126,"total  -   Adventure","total  -   Adventure  -  Réunion"
"Réunion",60,"total  -   Animation","total  -   Animation  -  Réunion"
"Réunion",2,"total  -   Biography","total  -   Biography  -  Réunion"
"Réunion",174,"total  -   Comedy","total  -   Comedy  -  Réunion"
"Réunion",129,"total  -   Crime","total  -   Crime  -  Réunion"
"Réunion",19,"total  -   Documentary","total  -   Documentary  -  Réunion"
"Réunion",316,"total  -   Drama","total  -   Drama  -  Réunion"
"Réunion",22,"total  -   Family","total  -   Family  -  Réunion"
"Réunion",53,"total  -   Fantasy","total  -   Fantasy  -  Réunion"
"Réunion",4,"total  -   Film Noir","total  -   Film Noir  -  Réunion"
"Réunion",4,"total  -   Game Show","total  -   Game Show  -  Réunion"
"Réunion",40,"total  -   Horror","total  -   Horror  -  Réunion"
"Réunion",36,"total  -   Music","total  -   Music  -  Réunion"
"Réunion",41,"total  -   Mystery","total  -   Mystery  -  Réunion"
"Réunion",7,"total  -   Reality TV","total  -   Reality TV  -  Réunion"
"Réunion",65,"total  -   Romance","total  -   Romance  -  Réunion"
"Réunion",47,"total  -   Sci Fi","total  -   Sci Fi  -  Réunion"
"Réunion",5,"total  -   Short","total  -   Short  -  Réunion"
"Réunion",15,"total  -   Sport","total  -   Sport  -  Réunion"
"Réunion",7,"total  -   Talk Show","total  -   Talk Show  -  Réunion"
"Réunion",63,"total  -   Thriller","total  -   Thriller  -  Réunion"
"Réunion",1,"total  -   War","total  -   War  -  Réunion"
"Réunion",1,"total  -   Western","total  -   Western  -  Réunion"
"Romania",171,"total  -   Action","total  -   Action  -  Romania"
"Romania",1,"total  -   Adult","total  -   Adult  -  Romania"
"Romania",96,"total  -   Adventure","total  -   Adventure  -  Romania"
"Romania",26,"total  -   Animation","total  -   Animation  -  Romania"
"Romania",10,"total  -   Biography","total  -   Biography  -  Romania"
"Romania",154,"total  -   Comedy","total  -   Comedy  -  Romania"
"Romania",137,"total  -   Crime","total  -   Crime  -  Romania"
"Romania",34,"total  -   Documentary","total  -   Documentary  -  Romania"
"Romania",349,"total  -   Drama","total  -   Drama  -  Romania"
"Romania",21,"total  -   Family","total  -   Family  -  Romania"
"Romania",39,"total  -   Fantasy","total  -   Fantasy  -  Romania"
"Romania",6,"total  -   Film Noir","total  -   Film Noir  -  Romania"
"Romania",9,"total  -   Game Show","total  -   Game Show  -  Romania"
"Romania",4,"total  -   History","total  -   History  -  Romania"
"Romania",25,"total  -   Horror","total  -   Horror  -  Romania"
"Romania",6,"total  -   Music","total  -   Music  -  Romania"
"Romania",69,"total  -   Mystery","total  -   Mystery  -  Romania"
"Romania",14,"total  -   Reality TV","total  -   Reality TV  -  Romania"
"Romania",90,"total  -   Romance","total  -   Romance  -  Romania"
"Romania",20,"total  -   Sci Fi","total  -   Sci Fi  -  Romania"
"Romania",3,"total  -   Short","total  -   Short  -  Romania"
"Romania",18,"total  -   Sport","total  -   Sport  -  Romania"
"Romania",9,"total  -   Talk Show","total  -   Talk Show  -  Romania"
"Romania",77,"total  -   Thriller","total  -   Thriller  -  Romania"
"Romania",4,"total  -   War","total  -   War  -  Romania"
"Romania",4,"total  -   Western","total  -   Western  -  Romania"
"Russia",253,"total  -   Action","total  -   Action  -  Russia"
"Russia",4,"total  -   Adult","total  -   Adult  -  Russia"
"Russia",131,"total  -   Adventure","total  -   Adventure  -  Russia"
"Russia",58,"total  -   Animation","total  -   Animation  -  Russia"
"Russia",5,"total  -   Biography","total  -   Biography  -  Russia"
"Russia",195,"total  -   Comedy","total  -   Comedy  -  Russia"
"Russia",200,"total  -   Crime","total  -   Crime  -  Russia"
"Russia",31,"total  -   Documentary","total  -   Documentary  -  Russia"
"Russia",315,"total  -   Drama","total  -   Drama  -  Russia"
"Russia",26,"total  -   Family","total  -   Family  -  Russia"
"Russia",36,"total  -   Fantasy","total  -   Fantasy  -  Russia"
"Russia",9,"total  -   Film Noir","total  -   Film Noir  -  Russia"
"Russia",2,"total  -   History","total  -   History  -  Russia"
"Russia",40,"total  -   Horror","total  -   Horror  -  Russia"
"Russia",2,"total  -   Music","total  -   Music  -  Russia"
"Russia",53,"total  -   Mystery","total  -   Mystery  -  Russia"
"Russia",54,"total  -   Romance","total  -   Romance  -  Russia"
"Russia",21,"total  -   Sci Fi","total  -   Sci Fi  -  Russia"
"Russia",4,"total  -   Short","total  -   Short  -  Russia"
"Russia",12,"total  -   Sport","total  -   Sport  -  Russia"
"Russia",12,"total  -   Talk Show","total  -   Talk Show  -  Russia"
"Russia",65,"total  -   Thriller","total  -   Thriller  -  Russia"
"Russia",2,"total  -   War","total  -   War  -  Russia"
"Russia",2,"total  -   Western","total  -   Western  -  Russia"
"Saudi Arabia",242,"total  -   Action","total  -   Action  -  Saudi Arabia"
"Saudi Arabia",3,"total  -   Adult","total  -   Adult  -  Saudi Arabia"
"Saudi Arabia",100,"total  -   Adventure","total  -   Adventure  -  Saudi Arabia"
"Saudi Arabia",42,"total  -   Animation","total  -   Animation  -  Saudi Arabia"
"Saudi Arabia",8,"total  -   Biography","total  -   Biography  -  Saudi Arabia"
"Saudi Arabia",156,"total  -   Comedy","total  -   Comedy  -  Saudi Arabia"
"Saudi Arabia",161,"total  -   Crime","total  -   Crime  -  Saudi Arabia"
"Saudi Arabia",11,"total  -   Documentary","total  -   Documentary  -  Saudi Arabia"
"Saudi Arabia",326,"total  -   Drama","total  -   Drama  -  Saudi Arabia"
"Saudi Arabia",21,"total  -   Family","total  -   Family  -  Saudi Arabia"
"Saudi Arabia",33,"total  -   Fantasy","total  -   Fantasy  -  Saudi Arabia"
"Saudi Arabia",7,"total  -   Film Noir","total  -   Film Noir  -  Saudi Arabia"
"Saudi Arabia",4,"total  -   Game Show","total  -   Game Show  -  Saudi Arabia"
"Saudi Arabia",1,"total  -   History","total  -   History  -  Saudi Arabia"
"Saudi Arabia",39,"total  -   Horror","total  -   Horror  -  Saudi Arabia"
"Saudi Arabia",2,"total  -   Music","total  -   Music  -  Saudi Arabia"
"Saudi Arabia",53,"total  -   Mystery","total  -   Mystery  -  Saudi Arabia"
"Saudi Arabia",7,"total  -   Reality TV","total  -   Reality TV  -  Saudi Arabia"
"Saudi Arabia",66,"total  -   Romance","total  -   Romance  -  Saudi Arabia"
"Saudi Arabia",26,"total  -   Sci Fi","total  -   Sci Fi  -  Saudi Arabia"
"Saudi Arabia",1,"total  -   Short","total  -   Short  -  Saudi Arabia"
"Saudi Arabia",10,"total  -   Sport","total  -   Sport  -  Saudi Arabia"
"Saudi Arabia",11,"total  -   Talk Show","total  -   Talk Show  -  Saudi Arabia"
"Saudi Arabia",85,"total  -   Thriller","total  -   Thriller  -  Saudi Arabia"
"Saudi Arabia",3,"total  -   War","total  -   War  -  Saudi Arabia"
"Saudi Arabia",5,"total  -   Western","total  -   Western  -  Saudi Arabia"
"Serbia",204,"total  -   Action","total  -   Action  -  Serbia"
"Serbia",4,"total  -   Adult","total  -   Adult  -  Serbia"
"Serbia",110,"total  -   Adventure","total  -   Adventure  -  Serbia"
"Serbia",39,"total  -   Animation","total  -   Animation  -  Serbia"
"Serbia",8,"total  -   Biography","total  -   Biography  -  Serbia"
"Serbia",194,"total  -   Comedy","total  -   Comedy  -  Serbia"
"Serbia",143,"total  -   Crime","total  -   Crime  -  Serbia"
"Serbia",27,"total  -   Documentary","total  -   Documentary  -  Serbia"
"Serbia",303,"total  -   Drama","total  -   Drama  -  Serbia"
"Serbia",18,"total  -   Family","total  -   Family  -  Serbia"
"Serbia",29,"total  -   Fantasy","total  -   Fantasy  -  Serbia"
"Serbia",8,"total  -   Film Noir","total  -   Film Noir  -  Serbia"
"Serbia",7,"total  -   Game Show","total  -   Game Show  -  Serbia"
"Serbia",3,"total  -   History","total  -   History  -  Serbia"
"Serbia",30,"total  -   Horror","total  -   Horror  -  Serbia"
"Serbia",6,"total  -   Music","total  -   Music  -  Serbia"
"Serbia",49,"total  -   Mystery","total  -   Mystery  -  Serbia"
"Serbia",10,"total  -   Reality TV","total  -   Reality TV  -  Serbia"
"Serbia",82,"total  -   Romance","total  -   Romance  -  Serbia"
"Serbia",22,"total  -   Sci Fi","total  -   Sci Fi  -  Serbia"
"Serbia",4,"total  -   Short","total  -   Short  -  Serbia"
"Serbia",14,"total  -   Sport","total  -   Sport  -  Serbia"
"Serbia",12,"total  -   Talk Show","total  -   Talk Show  -  Serbia"
"Serbia",72,"total  -   Thriller","total  -   Thriller  -  Serbia"
"Serbia",3,"total  -   War","total  -   War  -  Serbia"
"Serbia",3,"total  -   Western","total  -   Western  -  Serbia"
"Singapore",216,"total  -   Action","total  -   Action  -  Singapore"
"Singapore",1,"total  -   Adult","total  -   Adult  -  Singapore"
"Singapore",110,"total  -   Adventure","total  -   Adventure  -  Singapore"
"Singapore",28,"total  -   Animation","total  -   Animation  -  Singapore"
"Singapore",6,"total  -   Biography","total  -   Biography  -  Singapore"
"Singapore",166,"total  -   Comedy","total  -   Comedy  -  Singapore"
"Singapore",120,"total  -   Crime","total  -   Crime  -  Singapore"
"Singapore",21,"total  -   Documentary","total  -   Documentary  -  Singapore"
"Singapore",317,"total  -   Drama","total  -   Drama  -  Singapore"
"Singapore",11,"total  -   Family","total  -   Family  -  Singapore"
"Singapore",43,"total  -   Fantasy","total  -   Fantasy  -  Singapore"
"Singapore",5,"total  -   Film Noir","total  -   Film Noir  -  Singapore"
"Singapore",6,"total  -   Game Show","total  -   Game Show  -  Singapore"
"Singapore",5,"total  -   History","total  -   History  -  Singapore"
"Singapore",39,"total  -   Horror","total  -   Horror  -  Singapore"
"Singapore",1,"total  -   Music","total  -   Music  -  Singapore"
"Singapore",78,"total  -   Mystery","total  -   Mystery  -  Singapore"
"Singapore",18,"total  -   Reality TV","total  -   Reality TV  -  Singapore"
"Singapore",79,"total  -   Romance","total  -   Romance  -  Singapore"
"Singapore",51,"total  -   Sci Fi","total  -   Sci Fi  -  Singapore"
"Singapore",2,"total  -   Short","total  -   Short  -  Singapore"
"Singapore",14,"total  -   Sport","total  -   Sport  -  Singapore"
"Singapore",6,"total  -   Talk Show","total  -   Talk Show  -  Singapore"
"Singapore",86,"total  -   Thriller","total  -   Thriller  -  Singapore"
"Singapore",3,"total  -   War","total  -   War  -  Singapore"
"Slovakia",190,"total  -   Action","total  -   Action  -  Slovakia"
"Slovakia",7,"total  -   Adult","total  -   Adult  -  Slovakia"
"Slovakia",138,"total  -   Adventure","total  -   Adventure  -  Slovakia"
"Slovakia",72,"total  -   Animation","total  -   Animation  -  Slovakia"
"Slovakia",19,"total  -   Biography","total  -   Biography  -  Slovakia"
"Slovakia",195,"total  -   Comedy","total  -   Comedy  -  Slovakia"
"Slovakia",126,"total  -   Crime","total  -   Crime  -  Slovakia"
"Slovakia",40,"total  -   Documentary","total  -   Documentary  -  Slovakia"
"Slovakia",297,"total  -   Drama","total  -   Drama  -  Slovakia"
"Slovakia",29,"total  -   Family","total  -   Family  -  Slovakia"
"Slovakia",34,"total  -   Fantasy","total  -   Fantasy  -  Slovakia"
"Slovakia",7,"total  -   Film Noir","total  -   Film Noir  -  Slovakia"
"Slovakia",12,"total  -   Game Show","total  -   Game Show  -  Slovakia"
"Slovakia",3,"total  -   History","total  -   History  -  Slovakia"
"Slovakia",33,"total  -   Horror","total  -   Horror  -  Slovakia"
"Slovakia",6,"total  -   Music","total  -   Music  -  Slovakia"
"Slovakia",47,"total  -   Mystery","total  -   Mystery  -  Slovakia"
"Slovakia",16,"total  -   Reality TV","total  -   Reality TV  -  Slovakia"
"Slovakia",66,"total  -   Romance","total  -   Romance  -  Slovakia"
"Slovakia",10,"total  -   Sci Fi","total  -   Sci Fi  -  Slovakia"
"Slovakia",3,"total  -   Short","total  -   Short  -  Slovakia"
"Slovakia",20,"total  -   Sport","total  -   Sport  -  Slovakia"
"Slovakia",11,"total  -   Talk Show","total  -   Talk Show  -  Slovakia"
"Slovakia",50,"total  -   Thriller","total  -   Thriller  -  Slovakia"
"Slovakia",3,"total  -   War","total  -   War  -  Slovakia"
"Slovakia",3,"total  -   Western","total  -   Western  -  Slovakia"
"Slovenia",179,"total  -   Action","total  -   Action  -  Slovenia"
"Slovenia",5,"total  -   Adult","total  -   Adult  -  Slovenia"
"Slovenia",113,"total  -   Adventure","total  -   Adventure  -  Slovenia"
"Slovenia",42,"total  -   Animation","total  -   Animation  -  Slovenia"
"Slovenia",10,"total  -   Biography","total  -   Biography  -  Slovenia"
"Slovenia",196,"total  -   Comedy","total  -   Comedy  -  Slovenia"
"Slovenia",109,"total  -   Crime","total  -   Crime  -  Slovenia"
"Slovenia",33,"total  -   Documentary","total  -   Documentary  -  Slovenia"
"Slovenia",260,"total  -   Drama","total  -   Drama  -  Slovenia"
"Slovenia",24,"total  -   Family","total  -   Family  -  Slovenia"
"Slovenia",34,"total  -   Fantasy","total  -   Fantasy  -  Slovenia"
"Slovenia",7,"total  -   Film Noir","total  -   Film Noir  -  Slovenia"
"Slovenia",11,"total  -   Game Show","total  -   Game Show  -  Slovenia"
"Slovenia",4,"total  -   History","total  -   History  -  Slovenia"
"Slovenia",31,"total  -   Horror","total  -   Horror  -  Slovenia"
"Slovenia",5,"total  -   Music","total  -   Music  -  Slovenia"
"Slovenia",41,"total  -   Mystery","total  -   Mystery  -  Slovenia"
"Slovenia",16,"total  -   Reality TV","total  -   Reality TV  -  Slovenia"
"Slovenia",74,"total  -   Romance","total  -   Romance  -  Slovenia"
"Slovenia",27,"total  -   Sci Fi","total  -   Sci Fi  -  Slovenia"
"Slovenia",4,"total  -   Short","total  -   Short  -  Slovenia"
"Slovenia",15,"total  -   Sport","total  -   Sport  -  Slovenia"
"Slovenia",7,"total  -   Talk Show","total  -   Talk Show  -  Slovenia"
"Slovenia",51,"total  -   Thriller","total  -   Thriller  -  Slovenia"
"Slovenia",4,"total  -   War","total  -   War  -  Slovenia"
"Slovenia",4,"total  -   Western","total  -   Western  -  Slovenia"
"South Africa",181,"total  -   Action","total  -   Action  -  South Africa"
"South Africa",4,"total  -   Adult","total  -   Adult  -  South Africa"
"South Africa",99,"total  -   Adventure","total  -   Adventure  -  South Africa"
"South Africa",47,"total  -   Animation","total  -   Animation  -  South Africa"
"South Africa",7,"total  -   Biography","total  -   Biography  -  South Africa"
"South Africa",205,"total  -   Comedy","total  -   Comedy  -  South Africa"
"South Africa",97,"total  -   Crime","total  -   Crime  -  South Africa"
"South Africa",21,"total  -   Documentary","total  -   Documentary  -  South Africa"
"South Africa",316,"total  -   Drama","total  -   Drama  -  South Africa"
"South Africa",20,"total  -   Family","total  -   Family  -  South Africa"
"South Africa",32,"total  -   Fantasy","total  -   Fantasy  -  South Africa"
"South Africa",5,"total  -   Film Noir","total  -   Film Noir  -  South Africa"
"South Africa",11,"total  -   Game Show","total  -   Game Show  -  South Africa"
"South Africa",3,"total  -   History","total  -   History  -  South Africa"
"South Africa",25,"total  -   Horror","total  -   Horror  -  South Africa"
"South Africa",1,"total  -   Music","total  -   Music  -  South Africa"
"South Africa",61,"total  -   Mystery","total  -   Mystery  -  South Africa"
"South Africa",21,"total  -   Reality TV","total  -   Reality TV  -  South Africa"
"South Africa",90,"total  -   Romance","total  -   Romance  -  South Africa"
"South Africa",49,"total  -   Sci Fi","total  -   Sci Fi  -  South Africa"
"South Africa",2,"total  -   Short","total  -   Short  -  South Africa"
"South Africa",14,"total  -   Sport","total  -   Sport  -  South Africa"
"South Africa",11,"total  -   Talk Show","total  -   Talk Show  -  South Africa"
"South Africa",53,"total  -   Thriller","total  -   Thriller  -  South Africa"
"South Africa",3,"total  -   War","total  -   War  -  South Africa"
"South Africa",3,"total  -   Western","total  -   Western  -  South Africa"
"South Korea",187,"total  -   Action","total  -   Action  -  South Korea"
"South Korea",4,"total  -   Adult","total  -   Adult  -  South Korea"
"South Korea",73,"total  -   Adventure","total  -   Adventure  -  South Korea"
"South Korea",20,"total  -   Animation","total  -   Animation  -  South Korea"
"South Korea",2,"total  -   Biography","total  -   Biography  -  South Korea"
"South Korea",154,"total  -   Comedy","total  -   Comedy  -  South Korea"
"South Korea",94,"total  -   Crime","total  -   Crime  -  South Korea"
"South Korea",4,"total  -   Documentary","total  -   Documentary  -  South Korea"
"South Korea",326,"total  -   Drama","total  -   Drama  -  South Korea"
"South Korea",10,"total  -   Family","total  -   Family  -  South Korea"
"South Korea",47,"total  -   Fantasy","total  -   Fantasy  -  South Korea"
"South Korea",6,"total  -   Film Noir","total  -   Film Noir  -  South Korea"
"South Korea",6,"total  -   History","total  -   History  -  South Korea"
"South Korea",36,"total  -   Horror","total  -   Horror  -  South Korea"
"South Korea",4,"total  -   Music","total  -   Music  -  South Korea"
"South Korea",45,"total  -   Mystery","total  -   Mystery  -  South Korea"
"South Korea",5,"total  -   Reality TV","total  -   Reality TV  -  South Korea"
"South Korea",100,"total  -   Romance","total  -   Romance  -  South Korea"
"South Korea",36,"total  -   Sci Fi","total  -   Sci Fi  -  South Korea"
"South Korea",10,"total  -   Sport","total  -   Sport  -  South Korea"
"South Korea",3,"total  -   Talk Show","total  -   Talk Show  -  South Korea"
"South Korea",89,"total  -   Thriller","total  -   Thriller  -  South Korea"
"South Korea",4,"total  -   War","total  -   War  -  South Korea"
"South Korea",2,"total  -   Western","total  -   Western  -  South Korea"
"Spain",167,"total  -   Action","total  -   Action  -  Spain"
"Spain",2,"total  -   Adult","total  -   Adult  -  Spain"
"Spain",98,"total  -   Adventure","total  -   Adventure  -  Spain"
"Spain",30,"total  -   Animation","total  -   Animation  -  Spain"
"Spain",2,"total  -   Biography","total  -   Biography  -  Spain"
"Spain",169,"total  -   Comedy","total  -   Comedy  -  Spain"
"Spain",131,"total  -   Crime","total  -   Crime  -  Spain"
"Spain",25,"total  -   Documentary","total  -   Documentary  -  Spain"
"Spain",310,"total  -   Drama","total  -   Drama  -  Spain"
"Spain",17,"total  -   Family","total  -   Family  -  Spain"
"Spain",33,"total  -   Fantasy","total  -   Fantasy  -  Spain"
"Spain",6,"total  -   Film Noir","total  -   Film Noir  -  Spain"
"Spain",4,"total  -   Game Show","total  -   Game Show  -  Spain"
"Spain",4,"total  -   History","total  -   History  -  Spain"
"Spain",36,"total  -   Horror","total  -   Horror  -  Spain"
"Spain",23,"total  -   Music","total  -   Music  -  Spain"
"Spain",49,"total  -   Mystery","total  -   Mystery  -  Spain"
"Spain",12,"total  -   Reality TV","total  -   Reality TV  -  Spain"
"Spain",97,"total  -   Romance","total  -   Romance  -  Spain"
"Spain",24,"total  -   Sci Fi","total  -   Sci Fi  -  Spain"
"Spain",5,"total  -   Short","total  -   Short  -  Spain"
