"parents","n","labels","id"
"Lebanon",202," Action","Lebanon  -   Action"
"Lebanon",5," Adult","Lebanon  -   Adult"
"Lebanon",100," Adventure","Lebanon  -   Adventure"
"Lebanon",25," Animation","Lebanon  -   Animation"
"Lebanon",12," Biography","Lebanon  -   Biography"
"Lebanon",178," Comedy","Lebanon  -   Comedy"
"Lebanon",140," Crime","Lebanon  -   Crime"
"Lebanon",20," Documentary","Lebanon  -   Documentary"
"Lebanon",354," Drama","Lebanon  -   Drama"
"Lebanon",18," Family","Lebanon  -   Family"
"Lebanon",48," Fantasy","Lebanon  -   Fantasy"
"Lebanon",7," Film Noir","Lebanon  -   Film Noir"
"Lebanon",8," Game Show","Lebanon  -   Game Show"
"Lebanon",1," History","Lebanon  -   History"
"Lebanon",23," Horror","Lebanon  -   Horror"
"Lebanon",2," Music","Lebanon  -   Music"
"Lebanon",39," Mystery","Lebanon  -   Mystery"
"Lebanon",10," Reality TV","Lebanon  -   Reality TV"
"Lebanon",99," Romance","Lebanon  -   Romance"
"Lebanon",27," Sci Fi","Lebanon  -   Sci Fi"
"Lebanon",3," Short","Lebanon  -   Short"
"Lebanon",12," Sport","Lebanon  -   Sport"
"Lebanon",11," Talk Show","Lebanon  -   Talk Show"
"Lebanon",77," Thriller","Lebanon  -   Thriller"
"Lebanon",3," War","Lebanon  -   War"
"Lebanon",3," Western","Lebanon  -   Western"
"Lithuania",146," Action","Lithuania  -   Action"
"Lithuania",2," Adult","Lithuania  -   Adult"
"Lithuania",100," Adventure","Lithuania  -   Adventure"
"Lithuania",50," Animation","Lithuania  -   Animation"
"Lithuania",11," Biography","Lithuania  -   Biography"
"Lithuania",226," Comedy","Lithuania  -   Comedy"
"Lithuania",122," Crime","Lithuania  -   Crime"
"Lithuania",30," Documentary","Lithuania  -   Documentary"
"Lithuania",254," Drama","Lithuania  -   Drama"
"Lithuania",22," Family","Lithuania  -   Family"
"Lithuania",32," Fantasy","Lithuania  -   Fantasy"
"Lithuania",7," Film Noir","Lithuania  -   Film Noir"
"Lithuania",12," Game Show","Lithuania  -   Game Show"
"Lithuania",1," History","Lithuania  -   History"
"Lithuania",34," Horror","Lithuania  -   Horror"
"Lithuania",3," Music","Lithuania  -   Music"
"Lithuania",49," Mystery","Lithuania  -   Mystery"
"Lithuania",13," Reality TV","Lithuania  -   Reality TV"
"Lithuania",99," Romance","Lithuania  -   Romance"
"Lithuania",38," Sci Fi","Lithuania  -   Sci Fi"
"Lithuania",2," Short","Lithuania  -   Short"
"Lithuania",13," Sport","Lithuania  -   Sport"
"Lithuania",7," Talk Show","Lithuania  -   Talk Show"
"Lithuania",53," Thriller","Lithuania  -   Thriller"
"Lithuania",3," War","Lithuania  -   War"
"Lithuania",4," Western","Lithuania  -   Western"
"Luxembourg",175," Action","Luxembourg  -   Action"
"Luxembourg",4," Adult","Luxembourg  -   Adult"
"Luxembourg",124," Adventure","Luxembourg  -   Adventure"
"Luxembourg",53," Animation","Luxembourg  -   Animation"
"Luxembourg",7," Biography","Luxembourg  -   Biography"
"Luxembourg",183," Comedy","Luxembourg  -   Comedy"
"Luxembourg",137," Crime","Luxembourg  -   Crime"
"Luxembourg",25," Documentary","Luxembourg  -   Documentary"
"Luxembourg",325," Drama","Luxembourg  -   Drama"
"Luxembourg",35," Family","Luxembourg  -   Family"
"Luxembourg",47," Fantasy","Luxembourg  -   Fantasy"
"Luxembourg",6," Film Noir","Luxembourg  -   Film Noir"
"Luxembourg",7," Game Show","Luxembourg  -   Game Show"
"Luxembourg",2," History","Luxembourg  -   History"
"Luxembourg",30," Horror","Luxembourg  -   Horror"
"Luxembourg",20," Music","Luxembourg  -   Music"
"Luxembourg",50," Mystery","Luxembourg  -   Mystery"
"Luxembourg",11," Reality TV","Luxembourg  -   Reality TV"
"Luxembourg",86," Romance","Luxembourg  -   Romance"
"Luxembourg",22," Sci Fi","Luxembourg  -   Sci Fi"
"Luxembourg",2," Short","Luxembourg  -   Short"
"Luxembourg",20," Sport","Luxembourg  -   Sport"
"Luxembourg",10," Talk Show","Luxembourg  -   Talk Show"
"Luxembourg",63," Thriller","Luxembourg  -   Thriller"
"Luxembourg",3," War","Luxembourg  -   War"
"Luxembourg",4," Western","Luxembourg  -   Western"
"Malaysia",218," Action","Malaysia  -   Action"
"Malaysia",1," Adult","Malaysia  -   Adult"
"Malaysia",118," Adventure","Malaysia  -   Adventure"
"Malaysia",41," Animation","Malaysia  -   Animation"
"Malaysia",2," Biography","Malaysia  -   Biography"
"Malaysia",201," Comedy","Malaysia  -   Comedy"
"Malaysia",140," Crime","Malaysia  -   Crime"
"Malaysia",11," Documentary","Malaysia  -   Documentary"
"Malaysia",317," Drama","Malaysia  -   Drama"
"Malaysia",14," Family","Malaysia  -   Family"
"Malaysia",50," Fantasy","Malaysia  -   Fantasy"
"Malaysia",5," Film Noir","Malaysia  -   Film Noir"
"Malaysia",2," Game Show","Malaysia  -   Game Show"
"Malaysia",6," History","Malaysia  -   History"
"Malaysia",42," Horror","Malaysia  -   Horror"
"Malaysia",3," Music","Malaysia  -   Music"
"Malaysia",76," Mystery","Malaysia  -   Mystery"
"Malaysia",3," Reality TV","Malaysia  -   Reality TV"
"Malaysia",94," Romance","Malaysia  -   Romance"
"Malaysia",37," Sci Fi","Malaysia  -   Sci Fi"
"Malaysia",1," Short","Malaysia  -   Short"
"Malaysia",11," Sport","Malaysia  -   Sport"
"Malaysia",5," Talk Show","Malaysia  -   Talk Show"
"Malaysia",86," Thriller","Malaysia  -   Thriller"
"Malaysia",2," War","Malaysia  -   War"
"Maldives",203," Action","Maldives  -   Action"
"Maldives",2," Adult","Maldives  -   Adult"
"Maldives",108," Adventure","Maldives  -   Adventure"
"Maldives",43," Animation","Maldives  -   Animation"
"Maldives",1," Biography","Maldives  -   Biography"
"Maldives",193," Comedy","Maldives  -   Comedy"
"Maldives",143," Crime","Maldives  -   Crime"
"Maldives",20," Documentary","Maldives  -   Documentary"
"Maldives",292," Drama","Maldives  -   Drama"
"Maldives",17," Family","Maldives  -   Family"
"Maldives",35," Fantasy","Maldives  -   Fantasy"
"Maldives",6," Film Noir","Maldives  -   Film Noir"
"Maldives",8," Game Show","Maldives  -   Game Show"
"Maldives",32," Horror","Maldives  -   Horror"
"Maldives",74," Mystery","Maldives  -   Mystery"
"Maldives",8," Reality TV","Maldives  -   Reality TV"
"Maldives",83," Romance","Maldives  -   Romance"
"Maldives",30," Sci Fi","Maldives  -   Sci Fi"
"Maldives",3," Short","Maldives  -   Short"
"Maldives",11," Sport","Maldives  -   Sport"
"Maldives",10," Talk Show","Maldives  -   Talk Show"
"Maldives",68," Thriller","Maldives  -   Thriller"
"Maldives",2," War","Maldives  -   War"
"Malta",177," Action","Malta  -   Action"
"Malta",3," Adult","Malta  -   Adult"
"Malta",84," Adventure","Malta  -   Adventure"
"Malta",24," Animation","Malta  -   Animation"
"Malta",14," Biography","Malta  -   Biography"
"Malta",170," Comedy","Malta  -   Comedy"
"Malta",143," Crime","Malta  -   Crime"
"Malta",32," Documentary","Malta  -   Documentary"
"Malta",318," Drama","Malta  -   Drama"
"Malta",16," Family","Malta  -   Family"
"Malta",26," Fantasy","Malta  -   Fantasy"
"Malta",5," Film Noir","Malta  -   Film Noir"
"Malta",8," Game Show","Malta  -   Game Show"
"Malta",4," History","Malta  -   History"
"Malta",25," Horror","Malta  -   Horror"
"Malta",17," Music","Malta  -   Music"
"Malta",58," Mystery","Malta  -   Mystery"
"Malta",13," Reality TV","Malta  -   Reality TV"
"Malta",89," Romance","Malta  -   Romance"
"Malta",38," Sci Fi","Malta  -   Sci Fi"
"Malta",4," Short","Malta  -   Short"
"Malta",15," Sport","Malta  -   Sport"
"Malta",10," Talk Show","Malta  -   Talk Show"
"Malta",66," Thriller","Malta  -   Thriller"
"Malta",4," War","Malta  -   War"
"Martinique",218," Action","Martinique  -   Action"
"Martinique",3," Adult","Martinique  -   Adult"
"Martinique",124," Adventure","Martinique  -   Adventure"
"Martinique",51," Animation","Martinique  -   Animation"
"Martinique",1," Biography","Martinique  -   Biography"
"Martinique",163," Comedy","Martinique  -   Comedy"
"Martinique",152," Crime","Martinique  -   Crime"
"Martinique",11," Documentary","Martinique  -   Documentary"
"Martinique",320," Drama","Martinique  -   Drama"
"Martinique",16," Family","Martinique  -   Family"
"Martinique",44," Fantasy","Martinique  -   Fantasy"
"Martinique",4," Film Noir","Martinique  -   Film Noir"
"Martinique",5," Game Show","Martinique  -   Game Show"
"Martinique",31," Horror","Martinique  -   Horror"
"Martinique",34," Music","Martinique  -   Music"
"Martinique",45," Mystery","Martinique  -   Mystery"
"Martinique",10," Reality TV","Martinique  -   Reality TV"
"Martinique",74," Romance","Martinique  -   Romance"
"Martinique",41," Sci Fi","Martinique  -   Sci Fi"
"Martinique",3," Short","Martinique  -   Short"
"Martinique",12," Sport","Martinique  -   Sport"
"Martinique",5," Talk Show","Martinique  -   Talk Show"
"Martinique",72," Thriller","Martinique  -   Thriller"
"Martinique",1," Western","Martinique  -   Western"
"Mauritius",212," Action","Mauritius  -   Action"
"Mauritius",1," Adult","Mauritius  -   Adult"
"Mauritius",106," Adventure","Mauritius  -   Adventure"
"Mauritius",39," Animation","Mauritius  -   Animation"
"Mauritius",1," Biography","Mauritius  -   Biography"
"Mauritius",199," Comedy","Mauritius  -   Comedy"
"Mauritius",131," Crime","Mauritius  -   Crime"
"Mauritius",19," Documentary","Mauritius  -   Documentary"
"Mauritius",309," Drama","Mauritius  -   Drama"
"Mauritius",17," Family","Mauritius  -   Family"
"Mauritius",43," Fantasy","Mauritius  -   Fantasy"
"Mauritius",5," Film Noir","Mauritius  -   Film Noir"
"Mauritius",9," Game Show","Mauritius  -   Game Show"
"Mauritius",33," Horror","Mauritius  -   Horror"
"Mauritius",4," Music","Mauritius  -   Music"
"Mauritius",61," Mystery","Mauritius  -   Mystery"
"Mauritius",13," Reality TV","Mauritius  -   Reality TV"
"Mauritius",82," Romance","Mauritius  -   Romance"
"Mauritius",37," Sci Fi","Mauritius  -   Sci Fi"
"Mauritius",3," Short","Mauritius  -   Short"
"Mauritius",14," Sport","Mauritius  -   Sport"
"Mauritius",9," Talk Show","Mauritius  -   Talk Show"
"Mauritius",64," Thriller","Mauritius  -   Thriller"
"Mauritius",1," War","Mauritius  -   War"
"Mauritius",1," Western","Mauritius  -   Western"
"Mexico",123," Action","Mexico  -   Action"
"Mexico",2," Adult","Mexico  -   Adult"
"Mexico",131," Adventure","Mexico  -   Adventure"
"Mexico",87," Animation","Mexico  -   Animation"
"Mexico",5," Biography","Mexico  -   Biography"
"Mexico",221," Comedy","Mexico  -   Comedy"
"Mexico",99," Crime","Mexico  -   Crime"
"Mexico",11," Documentary","Mexico  -   Documentary"
"Mexico",327," Drama","Mexico  -   Drama"
"Mexico",18," Family","Mexico  -   Family"
"Mexico",35," Fantasy","Mexico  -   Fantasy"
"Mexico",4," Film Noir","Mexico  -   Film Noir"
"Mexico",3," History","Mexico  -   History"
"Mexico",33," Horror","Mexico  -   Horror"
"Mexico",20," Music","Mexico  -   Music"
"Mexico",4," Musical","Mexico  -   Musical"
"Mexico",44," Mystery","Mexico  -   Mystery"
"Mexico",2," Reality TV","Mexico  -   Reality TV"
"Mexico",103," Romance","Mexico  -   Romance"
"Mexico",21," Sci Fi","Mexico  -   Sci Fi"
"Mexico",1," Short","Mexico  -   Short"
"Mexico",11," Sport","Mexico  -   Sport"
"Mexico",6," Talk Show","Mexico  -   Talk Show"
"Mexico",60," Thriller","Mexico  -   Thriller"
"Mexico",3," War","Mexico  -   War"
"Mexico",1," Western","Mexico  -   Western"
"Morocco",250," Action","Morocco  -   Action"
"Morocco",5," Adult","Morocco  -   Adult"
"Morocco",105," Adventure","Morocco  -   Adventure"
"Morocco",33," Animation","Morocco  -   Animation"
"Morocco",4," Biography","Morocco  -   Biography"
"Morocco",178," Comedy","Morocco  -   Comedy"
"Morocco",189," Crime","Morocco  -   Crime"
"Morocco",21," Documentary","Morocco  -   Documentary"
"Morocco",355," Drama","Morocco  -   Drama"
"Morocco",14," Family","Morocco  -   Family"
"Morocco",27," Fantasy","Morocco  -   Fantasy"
"Morocco",7," Film Noir","Morocco  -   Film Noir"
"Morocco",5," Game Show","Morocco  -   Game Show"
"Morocco",6," History","Morocco  -   History"
"Morocco",26," Horror","Morocco  -   Horror"
"Morocco",3," Music","Morocco  -   Music"
"Morocco",58," Mystery","Morocco  -   Mystery"
"Morocco",9," Reality TV","Morocco  -   Reality TV"
"Morocco",64," Romance","Morocco  -   Romance"
"Morocco",27," Sci Fi","Morocco  -   Sci Fi"
"Morocco",2," Short","Morocco  -   Short"
"Morocco",11," Sport","Morocco  -   Sport"
"Morocco",7," Talk Show","Morocco  -   Talk Show"
"Morocco",84," Thriller","Morocco  -   Thriller"
"Morocco",3," War","Morocco  -   War"
"Morocco",3," Western","Morocco  -   Western"
"Netherlands",161," Action","Netherlands  -   Action"
"Netherlands",2," Adult","Netherlands  -   Adult"
"Netherlands",119," Adventure","Netherlands  -   Adventure"
"Netherlands",54," Animation","Netherlands  -   Animation"
"Netherlands",17," Biography","Netherlands  -   Biography"
"Netherlands",161," Comedy","Netherlands  -   Comedy"
"Netherlands",137," Crime","Netherlands  -   Crime"
"Netherlands",28," Documentary","Netherlands  -   Documentary"
"Netherlands",326," Drama","Netherlands  -   Drama"
"Netherlands",21," Family","Netherlands  -   Family"
"Netherlands",41," Fantasy","Netherlands  -   Fantasy"
"Netherlands",7," Film Noir","Netherlands  -   Film Noir"
"Netherlands",6," Game Show","Netherlands  -   Game Show"
"Netherlands",3," History","Netherlands  -   History"
"Netherlands",28," Horror","Netherlands  -   Horror"
"Netherlands",3," Musical","Netherlands  -   Musical"
"Netherlands",56," Mystery","Netherlands  -   Mystery"
"Netherlands",15," Reality TV","Netherlands  -   Reality TV"
"Netherlands",73," Romance","Netherlands  -   Romance"
"Netherlands",31," Sci Fi","Netherlands  -   Sci Fi"
"Netherlands",4," Short","Netherlands  -   Short"
"Netherlands",15," Sport","Netherlands  -   Sport"
"Netherlands",10," Talk Show","Netherlands  -   Talk Show"
"Netherlands",68," Thriller","Netherlands  -   Thriller"
"Netherlands",7," War","Netherlands  -   War"
"Netherlands",5," Western","Netherlands  -   Western"
"New Caledonia",262," Action","New Caledonia  -   Action"
"New Caledonia",1," Adult","New Caledonia  -   Adult"
"New Caledonia",157," Adventure","New Caledonia  -   Adventure"
"New Caledonia",66," Animation","New Caledonia  -   Animation"
"New Caledonia",5," Biography","New Caledonia  -   Biography"
"New Caledonia",146," Comedy","New Caledonia  -   Comedy"
"New Caledonia",153," Crime","New Caledonia  -   Crime"
"New Caledonia",17," Documentary","New Caledonia  -   Documentary"
"New Caledonia",299," Drama","New Caledonia  -   Drama"
"New Caledonia",20," Family","New Caledonia  -   Family"
"New Caledonia",54," Fantasy","New Caledonia  -   Fantasy"
"New Caledonia",4," Film Noir","New Caledonia  -   Film Noir"
"New Caledonia",2," Game Show","New Caledonia  -   Game Show"
"New Caledonia",1," History","New Caledonia  -   History"
"New Caledonia",32," Horror","New Caledonia  -   Horror"
"New Caledonia",12," Music","New Caledonia  -   Music"
"New Caledonia",36," Mystery","New Caledonia  -   Mystery"
"New Caledonia",6," Reality TV","New Caledonia  -   Reality TV"
"New Caledonia",47," Romance","New Caledonia  -   Romance"
"New Caledonia",50," Sci Fi","New Caledonia  -   Sci Fi"
"New Caledonia",2," Short","New Caledonia  -   Short"
"New Caledonia",12," Sport","New Caledonia  -   Sport"
"New Caledonia",4," Talk Show","New Caledonia  -   Talk Show"
"New Caledonia",68," Thriller","New Caledonia  -   Thriller"
"New Caledonia",3," War","New Caledonia  -   War"
"New Caledonia",1," Western","New Caledonia  -   Western"
"New Zealand",194," Action","New Zealand  -   Action"
"New Zealand",2," Adult","New Zealand  -   Adult"
"New Zealand",119," Adventure","New Zealand  -   Adventure"
"New Zealand",69," Animation","New Zealand  -   Animation"
"New Zealand",21," Biography","New Zealand  -   Biography"
"New Zealand",170," Comedy","New Zealand  -   Comedy"
"New Zealand",134," Crime","New Zealand  -   Crime"
"New Zealand",34," Documentary","New Zealand  -   Documentary"
"New Zealand",281," Drama","New Zealand  -   Drama"
"New Zealand",15," Family","New Zealand  -   Family"
"New Zealand",28," Fantasy","New Zealand  -   Fantasy"
"New Zealand",6," Film Noir","New Zealand  -   Film Noir"
"New Zealand",7," Game Show","New Zealand  -   Game Show"
"New Zealand",5," History","New Zealand  -   History"
"New Zealand",29," Horror","New Zealand  -   Horror"
"New Zealand",3," Music","New Zealand  -   Music"
"New Zealand",50," Mystery","New Zealand  -   Mystery"
"New Zealand",22," Reality TV","New Zealand  -   Reality TV"
"New Zealand",52," Romance","New Zealand  -   Romance"
"New Zealand",40," Sci Fi","New Zealand  -   Sci Fi"
"New Zealand",4," Short","New Zealand  -   Short"
"New Zealand",17," Sport","New Zealand  -   Sport"
"New Zealand",9," Talk Show","New Zealand  -   Talk Show"
"New Zealand",68," Thriller","New Zealand  -   Thriller"
"New Zealand",7," War","New Zealand  -   War"
"New Zealand",8," Western","New Zealand  -   Western"
"Nicaragua",136," Action","Nicaragua  -   Action"
"Nicaragua",2," Adult","Nicaragua  -   Adult"
"Nicaragua",81," Adventure","Nicaragua  -   Adventure"
"Nicaragua",42," Animation","Nicaragua  -   Animation"
"Nicaragua",1," Biography","Nicaragua  -   Biography"
"Nicaragua",195," Comedy","Nicaragua  -   Comedy"
"Nicaragua",97," Crime","Nicaragua  -   Crime"
"Nicaragua",12," Documentary","Nicaragua  -   Documentary"
"Nicaragua",312," Drama","Nicaragua  -   Drama"
"Nicaragua",14," Family","Nicaragua  -   Family"
"Nicaragua",32," Fantasy","Nicaragua  -   Fantasy"
"Nicaragua",4," Film Noir","Nicaragua  -   Film Noir"
"Nicaragua",1," History","Nicaragua  -   History"
"Nicaragua",31," Horror","Nicaragua  -   Horror"
"Nicaragua",33," Music","Nicaragua  -   Music"
"Nicaragua",44," Mystery","Nicaragua  -   Mystery"
"Nicaragua",3," Reality TV","Nicaragua  -   Reality TV"
"Nicaragua",118," Romance","Nicaragua  -   Romance"
"Nicaragua",16," Sci Fi","Nicaragua  -   Sci Fi"
"Nicaragua",1," Short","Nicaragua  -   Short"
"Nicaragua",9," Sport","Nicaragua  -   Sport"
"Nicaragua",5," Talk Show","Nicaragua  -   Talk Show"
"Nicaragua",68," Thriller","Nicaragua  -   Thriller"
"Nicaragua",2," War","Nicaragua  -   War"
"Nicaragua",1," Western","Nicaragua  -   Western"
"Nigeria",177," Action","Nigeria  -   Action"
"Nigeria",3," Adult","Nigeria  -   Adult"
"Nigeria",70," Adventure","Nigeria  -   Adventure"
"Nigeria",12," Animation","Nigeria  -   Animation"
"Nigeria",4," Biography","Nigeria  -   Biography"
"Nigeria",152," Comedy","Nigeria  -   Comedy"
"Nigeria",127," Crime","Nigeria  -   Crime"
"Nigeria",22," Documentary","Nigeria  -   Documentary"
"Nigeria",333," Drama","Nigeria  -   Drama"
"Nigeria",11," Family","Nigeria  -   Family"
"Nigeria",39," Fantasy","Nigeria  -   Fantasy"
"Nigeria",7," Film Noir","Nigeria  -   Film Noir"
"Nigeria",6," Game Show","Nigeria  -   Game Show"
"Nigeria",8," History","Nigeria  -   History"
"Nigeria",19," Horror","Nigeria  -   Horror"
"Nigeria",1," Music","Nigeria  -   Music"
"Nigeria",68," Mystery","Nigeria  -   Mystery"
"Nigeria",6," Reality TV","Nigeria  -   Reality TV"
"Nigeria",95," Romance","Nigeria  -   Romance"
"Nigeria",38," Sci Fi","Nigeria  -   Sci Fi"
"Nigeria",1," Short","Nigeria  -   Short"
"Nigeria",12," Sport","Nigeria  -   Sport"
"Nigeria",12," Talk Show","Nigeria  -   Talk Show"
"Nigeria",51," Thriller","Nigeria  -   Thriller"
"Nigeria",2," War","Nigeria  -   War"
"Nigeria",2," Western","Nigeria  -   Western"
"Norway",175," Action","Norway  -   Action"
"Norway",3," Adult","Norway  -   Adult"
"Norway",121," Adventure","Norway  -   Adventure"
"Norway",51," Animation","Norway  -   Animation"
"Norway",17," Biography","Norway  -   Biography"
"Norway",182," Comedy","Norway  -   Comedy"
"Norway",143," Crime","Norway  -   Crime"
"Norway",35," Documentary","Norway  -   Documentary"
"Norway",324," Drama","Norway  -   Drama"
"Norway",23," Family","Norway  -   Family"
"Norway",40," Fantasy","Norway  -   Fantasy"
"Norway",6," Film Noir","Norway  -   Film Noir"
"Norway",6," Game Show","Norway  -   Game Show"
"Norway",8," History","Norway  -   History"
"Norway",28," Horror","Norway  -   Horror"
"Norway",4," Music","Norway  -   Music"
"Norway",49," Mystery","Norway  -   Mystery"
"Norway",19," Reality TV","Norway  -   Reality TV"
"Norway",82," Romance","Norway  -   Romance"
"Norway",26," Sci Fi","Norway  -   Sci Fi"
"Norway",3," Short","Norway  -   Short"
"Norway",15," Sport","Norway  -   Sport"
"Norway",8," Talk Show","Norway  -   Talk Show"
"Norway",55," Thriller","Norway  -   Thriller"
"Norway",8," War","Norway  -   War"
"Norway",7," Western","Norway  -   Western"
"Oman",203," Action","Oman  -   Action"
"Oman",1," Adult","Oman  -   Adult"
"Oman",103," Adventure","Oman  -   Adventure"
"Oman",25," Animation","Oman  -   Animation"
"Oman",7," Biography","Oman  -   Biography"
"Oman",122," Comedy","Oman  -   Comedy"
"Oman",124," Crime","Oman  -   Crime"
"Oman",13," Documentary","Oman  -   Documentary"
"Oman",267," Drama","Oman  -   Drama"
"Oman",15," Family","Oman  -   Family"
"Oman",39," Fantasy","Oman  -   Fantasy"
"Oman",6," Film Noir","Oman  -   Film Noir"
"Oman",4," Game Show","Oman  -   Game Show"
"Oman",32," Horror","Oman  -   Horror"
"Oman",46," Mystery","Oman  -   Mystery"
"Oman",4," Reality TV","Oman  -   Reality TV"
"Oman",53," Romance","Oman  -   Romance"
"Oman",21," Sci Fi","Oman  -   Sci Fi"
"Oman",2," Short","Oman  -   Short"
"Oman",7," Sport","Oman  -   Sport"
"Oman",6," Talk Show","Oman  -   Talk Show"
"Oman",77," Thriller","Oman  -   Thriller"
"Oman",3," War","Oman  -   War"
"Oman",3," Western","Oman  -   Western"
"Pakistan",298," Action","Pakistan  -   Action"
"Pakistan",1," Adult","Pakistan  -   Adult"
"Pakistan",101," Adventure","Pakistan  -   Adventure"
"Pakistan",23," Animation","Pakistan  -   Animation"
"Pakistan",154," Comedy","Pakistan  -   Comedy"
"Pakistan",217," Crime","Pakistan  -   Crime"
"Pakistan",17," Documentary","Pakistan  -   Documentary"
"Pakistan",351," Drama","Pakistan  -   Drama"
"Pakistan",14," Family","Pakistan  -   Family"
"Pakistan",33," Fantasy","Pakistan  -   Fantasy"
"Pakistan",5," Film Noir","Pakistan  -   Film Noir"
"Pakistan",4," Game Show","Pakistan  -   Game Show"
"Pakistan",39," Horror","Pakistan  -   Horror"
"Pakistan",2," Musical","Pakistan  -   Musical"
"Pakistan",85," Mystery","Pakistan  -   Mystery"
"Pakistan",2," Reality TV","Pakistan  -   Reality TV"
"Pakistan",40," Romance","Pakistan  -   Romance"
"Pakistan",47," Sci Fi","Pakistan  -   Sci Fi"
"Pakistan",2," Short","Pakistan  -   Short"
"Pakistan",7," Sport","Pakistan  -   Sport"
"Pakistan",12," Talk Show","Pakistan  -   Talk Show"
"Pakistan",87," Thriller","Pakistan  -   Thriller"
"Pakistan",2," War","Pakistan  -   War"
"Panama",149," Action","Panama  -   Action"
"Panama",1," Adult","Panama  -   Adult"
"Panama",105," Adventure","Panama  -   Adventure"
"Panama",62," Animation","Panama  -   Animation"
"Panama",5," Biography","Panama  -   Biography"
"Panama",194," Comedy","Panama  -   Comedy"
"Panama",117," Crime","Panama  -   Crime"
"Panama",14," Documentary","Panama  -   Documentary"
"Panama",321," Drama","Panama  -   Drama"
"Panama",14," Family","Panama  -   Family"
"Panama",31," Fantasy","Panama  -   Fantasy"
"Panama",4," Film Noir","Panama  -   Film Noir"
"Panama",3," Game Show","Panama  -   Game Show"
"Panama",2," History","Panama  -   History"
"Panama",32," Horror","Panama  -   Horror"
"Panama",25," Music","Panama  -   Music"
"Panama",2," Musical","Panama  -   Musical"
"Panama",40," Mystery","Panama  -   Mystery"
"Panama",5," Reality TV","Panama  -   Reality TV"
"Panama",116," Romance","Panama  -   Romance"
"Panama",16," Sci Fi","Panama  -   Sci Fi"
"Panama",2," Short","Panama  -   Short"
"Panama",10," Sport","Panama  -   Sport"
"Panama",6," Talk Show","Panama  -   Talk Show"
"Panama",71," Thriller","Panama  -   Thriller"
"Panama",2," War","Panama  -   War"
"Panama",1," Western","Panama  -   Western"
"Paraguay",138," Action","Paraguay  -   Action"
"Paraguay",1," Adult","Paraguay  -   Adult"
"Paraguay",100," Adventure","Paraguay  -   Adventure"
"Paraguay",53," Animation","Paraguay  -   Animation"
"Paraguay",4," Biography","Paraguay  -   Biography"
"Paraguay",203," Comedy","Paraguay  -   Comedy"
"Paraguay",107," Crime","Paraguay  -   Crime"
"Paraguay",16," Documentary","Paraguay  -   Documentary"
"Paraguay",328," Drama","Paraguay  -   Drama"
"Paraguay",12," Family","Paraguay  -   Family"
"Paraguay",23," Fantasy","Paraguay  -   Fantasy"
"Paraguay",4," Film Noir","Paraguay  -   Film Noir"
"Paraguay",1," Game Show","Paraguay  -   Game Show"
"Paraguay",1," History","Paraguay  -   History"
"Paraguay",29," Horror","Paraguay  -   Horror"
"Paraguay",34," Music","Paraguay  -   Music"
"Paraguay",47," Mystery","Paraguay  -   Mystery"
"Paraguay",4," Reality TV","Paraguay  -   Reality TV"
"Paraguay",113," Romance","Paraguay  -   Romance"
"Paraguay",15," Sci Fi","Paraguay  -   Sci Fi"
"Paraguay",12," Sport","Paraguay  -   Sport"
"Paraguay",7," Talk Show","Paraguay  -   Talk Show"
"Paraguay",72," Thriller","Paraguay  -   Thriller"
"Paraguay",2," War","Paraguay  -   War"
"Paraguay",2," Western","Paraguay  -   Western"
"Peru",160," Action","Peru  -   Action"
"Peru",1," Adult","Peru  -   Adult"
"Peru",118," Adventure","Peru  -   Adventure"
"Peru",65," Animation","Peru  -   Animation"
"Peru",2," Biography","Peru  -   Biography"
"Peru",194," Comedy","Peru  -   Comedy"
"Peru",101," Crime","Peru  -   Crime"
"Peru",11," Documentary","Peru  -   Documentary"
"Peru",296," Drama","Peru  -   Drama"
"Peru",13," Family","Peru  -   Family"
"Peru",34," Fantasy","Peru  -   Fantasy"
"Peru",4," Film Noir","Peru  -   Film Noir"
"Peru",4," History","Peru  -   History"
"Peru",33," Horror","Peru  -   Horror"
"Peru",23," Music","Peru  -   Music"
"Peru",43," Mystery","Peru  -   Mystery"
"Peru",3," Reality TV","Peru  -   Reality TV"
"Peru",106," Romance","Peru  -   Romance"
"Peru",26," Sci Fi","Peru  -   Sci Fi"
"Peru",1," Short","Peru  -   Short"
"Peru",9," Sport","Peru  -   Sport"
"Peru",5," Talk Show","Peru  -   Talk Show"
"Peru",67," Thriller","Peru  -   Thriller"
"Peru",2," War","Peru  -   War"
"Peru",1," Western","Peru  -   Western"
"Philippines",197," Action","Philippines  -   Action"
"Philippines",102," Adventure","Philippines  -   Adventure"
"Philippines",36," Animation","Philippines  -   Animation"
"Philippines",3," Biography","Philippines  -   Biography"
"Philippines",151," Comedy","Philippines  -   Comedy"
"Philippines",111," Crime","Philippines  -   Crime"
"Philippines",19," Documentary","Philippines  -   Documentary"
"Philippines",325," Drama","Philippines  -   Drama"
"Philippines",30," Family","Philippines  -   Family"
"Philippines",43," Fantasy","Philippines  -   Fantasy"
"Philippines",4," Film Noir","Philippines  -   Film Noir"
"Philippines",2," History","Philippines  -   History"
"Philippines",42," Horror","Philippines  -   Horror"
"Philippines",20," Music","Philippines  -   Music"
