"parents","n","labels","id"
"Turkey",65," Thriller","Turkey  -   Thriller"
"Turkey",4," War","Turkey  -   War"
"Turkey",4," Western","Turkey  -   Western"
"Ukraine",216," Action","Ukraine  -   Action"
"Ukraine",5," Adult","Ukraine  -   Adult"
"Ukraine",138," Adventure","Ukraine  -   Adventure"
"Ukraine",65," Animation","Ukraine  -   Animation"
"Ukraine",14," Biography","Ukraine  -   Biography"
"Ukraine",205," Comedy","Ukraine  -   Comedy"
"Ukraine",165," Crime","Ukraine  -   Crime"
"Ukraine",31," Documentary","Ukraine  -   Documentary"
"Ukraine",306," Drama","Ukraine  -   Drama"
"Ukraine",28," Family","Ukraine  -   Family"
"Ukraine",32," Fantasy","Ukraine  -   Fantasy"
"Ukraine",8," Film Noir","Ukraine  -   Film Noir"
"Ukraine",2," Game Show","Ukraine  -   Game Show"
"Ukraine",3," History","Ukraine  -   History"
"Ukraine",34," Horror","Ukraine  -   Horror"
"Ukraine",3," Music","Ukraine  -   Music"
"Ukraine",48," Mystery","Ukraine  -   Mystery"
"Ukraine",2," Reality TV","Ukraine  -   Reality TV"
"Ukraine",60," Romance","Ukraine  -   Romance"
"Ukraine",23," Sci Fi","Ukraine  -   Sci Fi"
"Ukraine",5," Short","Ukraine  -   Short"
"Ukraine",12," Sport","Ukraine  -   Sport"
"Ukraine",14," Talk Show","Ukraine  -   Talk Show"
"Ukraine",63," Thriller","Ukraine  -   Thriller"
"Ukraine",2," War","Ukraine  -   War"
"Ukraine",5," Western","Ukraine  -   Western"
"United Arab Emirates",211," Action","United Arab Emirates  -   Action"
"United Arab Emirates",1," Adult","United Arab Emirates  -   Adult"
"United Arab Emirates",119," Adventure","United Arab Emirates  -   Adventure"
"United Arab Emirates",37," Animation","United Arab Emirates  -   Animation"
"United Arab Emirates",15," Biography","United Arab Emirates  -   Biography"
"United Arab Emirates",169," Comedy","United Arab Emirates  -   Comedy"
"United Arab Emirates",135," Crime","United Arab Emirates  -   Crime"
"United Arab Emirates",23," Documentary","United Arab Emirates  -   Documentary"
"United Arab Emirates",325," Drama","United Arab Emirates  -   Drama"
"United Arab Emirates",14," Family","United Arab Emirates  -   Family"
"United Arab Emirates",45," Fantasy","United Arab Emirates  -   Fantasy"
"United Arab Emirates",5," Film Noir","United Arab Emirates  -   Film Noir"
"United Arab Emirates",11," Game Show","United Arab Emirates  -   Game Show"
"United Arab Emirates",2," History","United Arab Emirates  -   History"
"United Arab Emirates",30," Horror","United Arab Emirates  -   Horror"
"United Arab Emirates",1," Music","United Arab Emirates  -   Music"
"United Arab Emirates",49," Mystery","United Arab Emirates  -   Mystery"
"United Arab Emirates",16," Reality TV","United Arab Emirates  -   Reality TV"
"United Arab Emirates",93," Romance","United Arab Emirates  -   Romance"
"United Arab Emirates",27," Sci Fi","United Arab Emirates  -   Sci Fi"
"United Arab Emirates",3," Short","United Arab Emirates  -   Short"
"United Arab Emirates",11," Sport","United Arab Emirates  -   Sport"
"United Arab Emirates",9," Talk Show","United Arab Emirates  -   Talk Show"
"United Arab Emirates",72," Thriller","United Arab Emirates  -   Thriller"
"United Arab Emirates",3," War","United Arab Emirates  -   War"
"United Arab Emirates",2," Western","United Arab Emirates  -   Western"
"United Kingdom",175," Action","United Kingdom  -   Action"
"United Kingdom",2," Adult","United Kingdom  -   Adult"
"United Kingdom",139," Adventure","United Kingdom  -   Adventure"
"United Kingdom",60," Animation","United Kingdom  -   Animation"
"United Kingdom",12," Biography","United Kingdom  -   Biography"
"United Kingdom",220," Comedy","United Kingdom  -   Comedy"
"United Kingdom",104," Crime","United Kingdom  -   Crime"
"United Kingdom",35," Documentary","United Kingdom  -   Documentary"
"United Kingdom",258," Drama","United Kingdom  -   Drama"
"United Kingdom",26," Family","United Kingdom  -   Family"
"United Kingdom",33," Fantasy","United Kingdom  -   Fantasy"
"United Kingdom",6," Film Noir","United Kingdom  -   Film Noir"
"United Kingdom",5," Game Show","United Kingdom  -   Game Show"
"United Kingdom",3," History","United Kingdom  -   History"
"United Kingdom",31," Horror","United Kingdom  -   Horror"
"United Kingdom",3," Music","United Kingdom  -   Music"
"United Kingdom",2," Musical","United Kingdom  -   Musical"
"United Kingdom",39," Mystery","United Kingdom  -   Mystery"
"United Kingdom",18," Reality TV","United Kingdom  -   Reality TV"
"United Kingdom",85," Romance","United Kingdom  -   Romance"
"United Kingdom",37," Sci Fi","United Kingdom  -   Sci Fi"
"United Kingdom",4," Short","United Kingdom  -   Short"
"United Kingdom",17," Sport","United Kingdom  -   Sport"
"United Kingdom",6," Talk Show","United Kingdom  -   Talk Show"
"United Kingdom",60," Thriller","United Kingdom  -   Thriller"
"United Kingdom",4," War","United Kingdom  -   War"
"United Kingdom",7," Western","United Kingdom  -   Western"
"United States",139," Action","United States  -   Action"
"United States",2," Adult","United States  -   Adult"
"United States",103," Adventure","United States  -   Adventure"
"United States",51," Animation","United States  -   Animation"
"United States",5," Biography","United States  -   Biography"
"United States",176," Comedy","United States  -   Comedy"
"United States",97," Crime","United States  -   Crime"
"United States",29," Documentary","United States  -   Documentary"
"United States",259," Drama","United States  -   Drama"
"United States",30," Family","United States  -   Family"
"United States",31," Fantasy","United States  -   Fantasy"
"United States",7," Film Noir","United States  -   Film Noir"
"United States",10," Game Show","United States  -   Game Show"
"United States",4," History","United States  -   History"
"United States",33," Horror","United States  -   Horror"
"United States",9," Music","United States  -   Music"
"United States",55," Mystery","United States  -   Mystery"
"United States",25," Reality TV","United States  -   Reality TV"
"United States",64," Romance","United States  -   Romance"
"United States",31," Sci Fi","United States  -   Sci Fi"
"United States",4," Short","United States  -   Short"
"United States",31," Sport","United States  -   Sport"
"United States",8," Talk Show","United States  -   Talk Show"
"United States",54," Thriller","United States  -   Thriller"
"United States",4," War","United States  -   War"
"United States",2," Western","United States  -   Western"
"Uruguay",139," Action","Uruguay  -   Action"
"Uruguay",1," Adult","Uruguay  -   Adult"
"Uruguay",102," Adventure","Uruguay  -   Adventure"
"Uruguay",47," Animation","Uruguay  -   Animation"
"Uruguay",11," Biography","Uruguay  -   Biography"
"Uruguay",170," Comedy","Uruguay  -   Comedy"
"Uruguay",139," Crime","Uruguay  -   Crime"
"Uruguay",19," Documentary","Uruguay  -   Documentary"
"Uruguay",369," Drama","Uruguay  -   Drama"
"Uruguay",13," Family","Uruguay  -   Family"
"Uruguay",28," Fantasy","Uruguay  -   Fantasy"
"Uruguay",5," Film Noir","Uruguay  -   Film Noir"
"Uruguay",1," Game Show","Uruguay  -   Game Show"
"Uruguay",4," History","Uruguay  -   History"
"Uruguay",36," Horror","Uruguay  -   Horror"
"Uruguay",37," Music","Uruguay  -   Music"
"Uruguay",59," Mystery","Uruguay  -   Mystery"
"Uruguay",3," Reality TV","Uruguay  -   Reality TV"
"Uruguay",78," Romance","Uruguay  -   Romance"
"Uruguay",14," Sci Fi","Uruguay  -   Sci Fi"
"Uruguay",3," Short","Uruguay  -   Short"
"Uruguay",14," Sport","Uruguay  -   Sport"
"Uruguay",9," Talk Show","Uruguay  -   Talk Show"
"Uruguay",82," Thriller","Uruguay  -   Thriller"
"Uruguay",4," War","Uruguay  -   War"
"Uruguay",3," Western","Uruguay  -   Western"
"Venezuela",138," Action","Venezuela  -   Action"
"Venezuela",3," Adult","Venezuela  -   Adult"
"Venezuela",76," Adventure","Venezuela  -   Adventure"
"Venezuela",38," Animation","Venezuela  -   Animation"
"Venezuela",4," Biography","Venezuela  -   Biography"
"Venezuela",181," Comedy","Venezuela  -   Comedy"
"Venezuela",116," Crime","Venezuela  -   Crime"
"Venezuela",17," Documentary","Venezuela  -   Documentary"
"Venezuela",323," Drama","Venezuela  -   Drama"
"Venezuela",15," Family","Venezuela  -   Family"
"Venezuela",22," Fantasy","Venezuela  -   Fantasy"
"Venezuela",5," Film Noir","Venezuela  -   Film Noir"
"Venezuela",30," Horror","Venezuela  -   Horror"
"Venezuela",31," Music","Venezuela  -   Music"
"Venezuela",43," Mystery","Venezuela  -   Mystery"
"Venezuela",3," Reality TV","Venezuela  -   Reality TV"
"Venezuela",110," Romance","Venezuela  -   Romance"
"Venezuela",12," Sci Fi","Venezuela  -   Sci Fi"
"Venezuela",2," Short","Venezuela  -   Short"
"Venezuela",14," Sport","Venezuela  -   Sport"
"Venezuela",7," Talk Show","Venezuela  -   Talk Show"
"Venezuela",79," Thriller","Venezuela  -   Thriller"
"Venezuela",3," War","Venezuela  -   War"
"Venezuela",2," Western","Venezuela  -   Western"
"Vietnam",241," Action","Vietnam  -   Action"
"Vietnam",157," Adventure","Vietnam  -   Adventure"
"Vietnam",24," Animation","Vietnam  -   Animation"
"Vietnam",4," Biography","Vietnam  -   Biography"
"Vietnam",242," Comedy","Vietnam  -   Comedy"
"Vietnam",126," Crime","Vietnam  -   Crime"
"Vietnam",7," Documentary","Vietnam  -   Documentary"
"Vietnam",341," Drama","Vietnam  -   Drama"
"Vietnam",30," Family","Vietnam  -   Family"
"Vietnam",61," Fantasy","Vietnam  -   Fantasy"
"Vietnam",5," Film Noir","Vietnam  -   Film Noir"
"Vietnam",1," Game Show","Vietnam  -   Game Show"
"Vietnam",12," History","Vietnam  -   History"
"Vietnam",31," Horror","Vietnam  -   Horror"
"Vietnam",2," Music","Vietnam  -   Music"
"Vietnam",1," Musical","Vietnam  -   Musical"
"Vietnam",58," Mystery","Vietnam  -   Mystery"
"Vietnam",1," Reality TV","Vietnam  -   Reality TV"
"Vietnam",119," Romance","Vietnam  -   Romance"
"Vietnam",50," Sci Fi","Vietnam  -   Sci Fi"
"Vietnam",2," Sport","Vietnam  -   Sport"
"Vietnam",4," Talk Show","Vietnam  -   Talk Show"
"Vietnam",86," Thriller","Vietnam  -   Thriller"
"Vietnam",4," War","Vietnam  -   War"
"Vietnam",1," Western","Vietnam  -   Western"
NA,1239,"Argentina","Argentina"
NA,1437,"Australia","Australia"
NA,1481,"Austria","Austria"
NA,1383,"Bahamas","Bahamas"
NA,1373,"Bahrain","Bahrain"
NA,1461,"Bangladesh","Bangladesh"
NA,1417,"Belgium","Belgium"
NA,1330,"Bolivia","Bolivia"
NA,1521,"Brazil","Brazil"
NA,1432,"Bulgaria","Bulgaria"
NA,1376,"Canada","Canada"
NA,1347,"Chile","Chile"
NA,1306,"Colombia","Colombia"
NA,1317,"Costa Rica","Costa Rica"
NA,1351,"Croatia","Croatia"
NA,1406,"Cyprus","Cyprus"
NA,1430,"Czech Republic","Czech Republic"
NA,1440,"Denmark","Denmark"
NA,1267,"Dominican Republic","Dominican Republic"
NA,1268,"Ecuador","Ecuador"
NA,1341,"Egypt","Egypt"
NA,1258,"El Salvador","El Salvador"
NA,1411,"Estonia","Estonia"
NA,1428,"Finland","Finland"
NA,1474,"France","France"
NA,1529,"Germany","Germany"
NA,1410,"Greece","Greece"
NA,1430,"Guadeloupe","Guadeloupe"
NA,1263,"Guatemala","Guatemala"
NA,1277,"Honduras","Honduras"
NA,1503,"Hong Kong","Hong Kong"
NA,1423,"Hungary","Hungary"
NA,1422,"Iceland","Iceland"
NA,1481,"India","India"
NA,1451,"Indonesia","Indonesia"
NA,1359,"Ireland","Ireland"
NA,1375,"Israel","Israel"
NA,1391,"Italy","Italy"
NA,1437,"Jamaica","Jamaica"
NA,1428,"Japan","Japan"
NA,1433,"Jordan","Jordan"
NA,1372,"Kenya","Kenya"
NA,1427,"Kuwait","Kuwait"
NA,1442,"Latvia","Latvia"
NA,1427,"Lebanon","Lebanon"
NA,1333,"Lithuania","Lithuania"
NA,1451,"Luxembourg","Luxembourg"
NA,1486,"Malaysia","Malaysia"
NA,1392,"Maldives","Maldives"
NA,1363,"Malta","Malta"
NA,1440,"Martinique","Martinique"
NA,1413,"Mauritius","Mauritius"
NA,1375,"Mexico","Mexico"
NA,1496,"Morocco","Morocco"
NA,1398,"Netherlands","Netherlands"
NA,1460,"New Caledonia","New Caledonia"
NA,1394,"New Zealand","New Zealand"
NA,1260,"Nicaragua","Nicaragua"
NA,1278,"Nigeria","Nigeria"
NA,1438,"Norway","Norway"
NA,1183,"Oman","Oman"
NA,1543,"Pakistan","Pakistan"
NA,1350,"Panama","Panama"
NA,1328,"Paraguay","Paraguay"
NA,1322,"Peru","Peru"
NA,1389,"Philippines","Philippines"
NA,1441,"Poland","Poland"
NA,1399,"Portugal","Portugal"
NA,1411,"Qatar","Qatar"
NA,1450,"Réunion","Réunion"
NA,1396,"Romania","Romania"
NA,1532,"Russia","Russia"
NA,1423,"Saudi Arabia","Saudi Arabia"
NA,1404,"Serbia","Serbia"
NA,1432,"Singapore","Singapore"
NA,1437,"Slovakia","Slovakia"
NA,1306,"Slovenia","Slovenia"
NA,1381,"South Africa","South Africa"
NA,1267,"South Korea","South Korea"
NA,1336,"Spain","Spain"
NA,1392,"Sri Lanka","Sri Lanka"
NA,1428,"Sweden","Sweden"
NA,1478,"Switzerland","Switzerland"
NA,1466,"Taiwan","Taiwan"
NA,1508,"Thailand","Thailand"
NA,1377,"Trinidad and Tobago","Trinidad and Tobago"
NA,1455,"Turkey","Turkey"
NA,1489,"Ukraine","Ukraine"
NA,1428,"United Arab Emirates","United Arab Emirates"
NA,1391,"United Kingdom","United Kingdom"
NA,1263,"United States","United States"
NA,1390,"Uruguay","Uruguay"
NA,1274,"Venezuela","Venezuela"
NA,1610,"Vietnam","Vietnam"
